"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Farafontova E.L.; Shcheblyakov E.S.; Grigoriev A.V.; Suslov D.N.; Rakhinsky D.V.","Farafontova, Ekaterina L (57211158414); Shcheblyakov, Evgeny S (57211156808); Grigoriev, Alexey V (57214220182); Suslov, Dmitry N (57214221697); Rakhinsky, Dmitry V (57202820440)","57211158414; 57211156808; 57214220182; 57214221697; 57202820440","Some aspects of the legal protection of Lake Baikal at the present stage","2020","IOP Conference Series: Earth and Environmental Science","421","3","032009","","","","1","10.1088/1755-1315/421/3/032009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078431281&doi=10.1088%2f1755-1315%2f421%2f3%2f032009&partnerID=40&md5=51628b29364c57e1b47ffd93dc2b0f91","Lake Baikal is a unique natural complex, an ecosystem, each element of which is inimitable and invaluable. The importance of the natural monument is recognized at the national and international levels. Legal standards have been developed and are in force, establishing a regime for the protection of the ecology of the reservoir and adjacent territories. They regulate the rules of the special regime of economic activity around the lake, the boundaries of the fish protection zone and the features of animal protection, the prohibitions on the chemical and biological pollution of the lake, as well as the prohibition of any type of activity that could damage the ""holy see"". The debatable issues of the core provisions of"" Baikal Law"" have been considered in the article. The contradictions in the zoning of the lands of the Baikal National Park have been identified. The amendments to the standards of maximum permissible impacts on the ecological system of Lake Baikal proposed by the Ministry of Natural Resources and Ecology of the Russian Federation have been analyzed. © Published under licence by IOP Publishing Ltd.","","Biotechnology; Ecology; Economics; Law enforcement; Reservoirs (water); Chemical and biologicals; Ecological systems; Economic activities; Fish protection; Legal protection; Legal standards; Natural complexes; Russian federation; Lakes","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85078431281"
"Yu J.; Shen Y.; Song X.; Chen X.; Li S.; Shen X.","Yu, Jianping (56359385500); Shen, Yunyi (57208205821); Song, Xiaoyou (57208211054); Chen, Xiaonan (57191034049); Li, Sheng (56438375200); Shen, Xiaoli (55450882700)","56359385500; 57208205821; 57208211054; 57191034049; 56438375200; 55450882700","Evaluating the effectiveness of functional zones for black muntjac (Muntiacus crinifrons) protection in qianjiangyuan national park pilot site","2019","Biodiversity Science","27","1","","5","12","7","7","10.17520/biods.2018246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064121766&doi=10.17520%2fbiods.2018246&partnerID=40&md5=65ca9fa0a1e030692fc1344e5ffec506","                             Functional zoning is a method of classifying areas to define human use and is of great significance for the effective management of protected areas. Qianjiangyuan National Park is one of the ten national park pilot sites in China and is divided into four functional zones, the core protection zone, ecological conservation zone, recreation zone and traditional utilization zone. Each zone is assigned a different level of protection and corresponding management measures. This study examined the spatial overlap of existing functional zones in Qianjiangyuan and suitable habitats for its target conservation species, the endangered black muntjac (Muntiacus crinifrons). We constructed distribution models based on 94 occurrence locations obtained from camera-trapping surveys from 2014-2018 using MaxEnt. Fifteen covariates related to altitude, topography, vegetative characteristics and human disturbance were used in the MaxEnt models to predict suitable habitats for the black muntjac. The results showed that the black muntjac tended to inhabit areas with intact forest and low road density. We identified 42.5 km                             2                              of suitable habitat, which accounted for 16.9% of the land in Qianjiangyuan National Park. Of this suitable habitat, 69.3% and 30.4% were located in the core protection zone and ecological conservation zone, respectively, which indicated that the existing zone designations can protect black muntjac habitat appropriately. These results also indicated that the black muntjac may serve as an indicator species of the subtropical primary forests where it lives. Promoting habitat integrity for the black muntjac by restoring habitat, constructing corridors and managing across provinces will be key to strengthening the protection of the black muntjac in the region.                          © 2019, Chinese Academy of Sciences. All rights reserved.","Black muntjac; Corridor; Functional zones; National park; Species distribution model","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85064121766"
"Tollan P.; Ellis B.; Troch J.; Neukampf J.","Tollan, Peter (41562373800); Ellis, Ben (23391698100); Troch, Juliana (57189660678); Neukampf, Julia (57203412541)","41562373800; 23391698100; 57189660678; 57203412541","Assessing magmatic volatile equilibria through FTIR spectroscopy of unexposed melt inclusions and their host quartz: a new technique and application to the Mesa Falls Tuff, Yellowstone","2019","Contributions to Mineralogy and Petrology","174","3","24","","","","20","10.1007/s00410-019-1561-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062603798&doi=10.1007%2fs00410-019-1561-y&partnerID=40&md5=4f69e17f0e544c386fdf4a27556daf95","Fourier transform infrared spectroscopy (FTIR) is a precise, non-destructive, and highly sensitive means of measuring volatile species in melt inclusions. Existing methods of applying FTIR to quartz-hosted melt inclusions, however, require challenging physical manipulation of the host quartz crystals, which can present a significant limitation. Here, we describe a technique for measuring the H2O and CO2 concentrations of melt inclusions fully enclosed in quartz crystals using transmission FTIR, where melt inclusion thickness is calculated using the host quartz silicate overtones. The greater thickness of quartz crystals permitted by this technique allows an additional assessment of volatile equilibrium by measuring structural OH− within the quartz host itself. To demonstrate the advantages of this technique, we applied it to quartz crystals from the Mesa Falls Tuff, Yellowstone. The majority of melt inclusions consist of transparent or brown glassy melt inclusions and record concentrations of 2.9–3.3 wt% H2O and 181–561 ppm CO2, with precision similar to that obtained by standard double-exposed FTIR. Based on volatile saturation models, such concentrations reflect a largely un-degassed magma body equilibrated at pre-eruptive pressures of 100–150 MPa. These H2O concentrations and equilibrium conditions are supported by independent assessments using mineral–mineral and mineral-melt thermohygrometry and thermodynamic modelling using rhyolite-MELTS. The preservation of pre-eruptive volatile concentrations is further corroborated by measurements of OH− in the quartz hosts. A clear decrease in hydroxyl concentrations from core to rim matches closely the zoning in Al, which, combined with the position of quartz infrared bands, most likely reflects variations in Al-moderated OH− solubility rather than diffusive loss. The outermost 200 µm rims, however, show a sharper decline in OH− and corresponding increase in Li+ which is interpreted to record minor diffusive H+ loss and incorporation of Li+ to maintain charge balance. Our FTIR-based technique is simple, effective, and widely applicable to other quartz-bearing magmatic systems, opening up new possibilities to trace pre- syn- and post-eruptive volatile behaviour. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","FTIR; Melt inclusion; MELTS; Quartz; Volatiles; Yellowstone","United States; Yellowstone National Park; assessment method; concentration (composition); fractional crystallization; FTIR spectroscopy; host rock; melt inclusion; quartz; tuff; volatile substance","Article","Final","","Scopus","2-s2.0-85062603798"
"Lianlian X.; Linsheng Z.; Hu Y.; Rui Z.","Lianlian, Xiao (57207953163); Linsheng, Zhong (16426133100); Hu, Yu (57207944887); Rui, Zhou (57207953245)","57207953163; 16426133100; 57207944887; 57207953245","Assessment of recreational use suitability of qianjiangyuan national park pilot under the zoning constraint","2019","Shengtai Xuebao","39","4","","1375","1384","9","2","10.5846/stxb201808241811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063343240&doi=10.5846%2fstxb201808241811&partnerID=40&md5=652058865976864eb73eec79e891e3c9","National park zoning is an integrated approach for classifying different areas according to their ecosystem and cultural resources protection requirements and controlling recreational use types and intensity. Qianjiangyuan National Park Pilot (hereinafter referred to as Qianjiangyuan National Park, QNP) was used as a case study to explore the recreation suitability assessment system under constraints of zoning. This paper proposed an evaluation index system that combined the use of Delphi and Analytic Hierarchy Process (AHP) methods to determine the suitable recreation sites of QNP. Attributes selected to represent recreation suitability in the national park included natural recreation resources, scenic beauty, human recreation resources, recreation use aptitude, ecological environment carrying capacity, and social condition. All obtained data were evaluated and integrally overlapped in the Geographical Information Systems base. Thus, a recreation suitabilitymap was created manually on a scale of I to IV, with I being ""not suitable at all."" Results suggested that recreationsuitability levels in QNP tended to have an olive?like distribution. Based on the results of recreational use suitability assessment and management requirements of zonings in the national park, this study identified six types of recreational use and proposed dominant service functions and management measures for those recreation use areas. The results of this study will provide guidance regarding planning and management in national parks. © 2019 Science Press. All Rights Reserved.","Assessment; Qianjiangyuan national park pilot; Recreational use; Suitability","China; analytical hierarchy process; environmental planning; esthetics; GIS; integrated approach; national park; public attitude; recreational activity; zoning system","Article","Final","","Scopus","2-s2.0-85063343240"
"Davydova A.O.; Ponomarеva A.A.; Davydov D.A.","Davydova, A.O. (57214086994); Ponomarеva, A.A. (57217247013); Davydov, D.A. (57219034866)","57214086994; 57217247013; 57219034866","Investigation of vegetation as a precondition for improving the management of a national nature park (on the example of Dzharylhatskyi NP)","2019","Biosystems Diversity","27","1","","69","75","6","1","10.15421/011911","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086897568&doi=10.15421%2f011911&partnerID=40&md5=edaae396c98123fd34ae44098a2c0416","The protected area of Dzharylhatskyi National Park is only 3% of the total area. This is not enough to preserve dynamic ecosystems that are very vulnerable to natural factors and almost impossible to restore following damage by anthropogenic factors. In the investigated area there are territories with high potential for conservation, which are characterized by the presence of species from the Red Data Book of Ukraine and International Red Lists, plant communities from the Green Data Book of Ukraine and biotopes of global significance. The proposed ten sites should receive protected status, which will bring the protected area up to the necessary minimum to preserve the rare ecosystems of the park from tourism and economic pressure, which have intensified in recent years. For the period of research in 2014–2018, 14 types of sozophytes were identified and confirmed, two of them are the highly localised species endemic to Dzharylhach Island: Molinia euxina Pobed. and Poacynum russanovii (Pobed.) Mavrodiev, A. Laktionov et Y. Alexeev. The syntaxonomic structure of the sozologically valuable coenoses is represented by two basal communities, two subassociations and 8 associations belonging to 9 alliances, 9 orders and 9 classes. Out of them, we provisionally propose the new following groups: ass. Apero maritimi-Chrysopogonetum grylli nom. prov., subass. Apero maritimi-Chrysopogonetum grylli, Stipetum borysthenicae nom. prov., subass. Cladietum marisci, Caricetum extensae nom. prov., BC Molinia euxina [Molinion caeruleae] nom. prov. The proposed sites represent 8 biotopes from Annex I of the Habitat Directive, which imposes obligations for their conservation at the world level. We carried out an analysis of the Ukrainian legislative acts, their correlation with international requirements and the zoning of the NPP “Dzharylhatskyi” in relation to these requirements and recommendations. Thus, the urgent need to expand the boundaries of the protected area of the Dzharylhatskyi National Nature Park by including distinguished protected tracts has been confirmed. © 2019 Oles Honchar Dnipro National University. All rights reserved.","Biotope conservation; Mapping; National nature park “Dzharylhatskyi”; Sozophytes; Vegetation; Zoning optimization","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85086897568"
"Machado A.M.B.; da Silva E.V.; Bandeira A.M.; de Castro A.C.L.; Borges J.O.; Serra L.A.; Soares L.A.; Santiago D.R.; Soares L.S.","Machado, Adilson Matheus Borges (57221914628); da Silva, Edson Vicente (20435644200); Bandeira, Arkley Marques (49860921900); de Castro, Antonio Carlos Leal (36777709800); Borges, Jordane de Oliveira (58064605500); Serra, Leonardo Azevedo (58064720400); Soares, Luciana Amorim (57992968600); Santiago, Denise Rodrigues (58064256100); Soares, Leonardo Silva (57189602595)","57221914628; 20435644200; 49860921900; 36777709800; 58064605500; 58064720400; 57992968600; 58064256100; 57189602595","Geo-environmental Analysis of Watersheds on the Eastern Coast of the State of Maranhão, Brazil and Interface with Lençóis Maranhenses National Park; [Análise Geoambiental das Bacias Hidrográficas do Litoral Oriental do Maranhão e Interface com o Parque Nacional dos Lençóis Maranhenses]","2023","Revista Brasileira de Geografia Fisica","16","1","","227","250","23","0","10.26848/rbgf.v16.1.p227-250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146257404&doi=10.26848%2frbgf.v16.1.p227-250&partnerID=40&md5=3511ad9cef740710f658713a73da3898","Watersheds occupy a vulnerable position with regards to issues associated with anthropogenic changes. The state of Maranhão stands out in Brazil for its water resources. The Watersheds of the Eastern Coast of Maranhão (ECWSM) are located in the Hydrographic Region of the Western Atlantic. The present paper characterizes the physiography of the ECWSM of Maranhão, highlighting the components and natural potential (altimetry, declivity, soils, vegetation, water resources, geology and geomorphology), which were mapped using geotechnologies and secondary data. Thus, this paper provides information for the planning of socioeconomic development programs as well as land management plans. The geology, geomorphology, pedology and vegetation data were obtained from the IBGE database at a scale of 1:250,000. The Digital Elevation Model was obtained from the TOPODATA project. Water resources data were obtained from the IBGE, National Water Agency. The ECWSM analyzed were: the Hydrographic Basin System of the Rivers Itatuaba, Anajatuba, Axuí, Mapari, Periá, Grande and the Hydrographic Basins of the Negro and Preguiças Rivers. The morphological and physical attributes of the ECWSM and the relationships of ecological potential (geology, geomorphology, hydrology and climate), biological exploitation (soil and vegetation) and human actions reveal proxies of the evolution of the Holocene landscape. The natural resources and landscape of Conservation Units within these watersheds form immense nurseries for biological productivity that supports traditional economic activity. The mapping of the ECWSM contributes to the development of effective environmental zoning in the region. © 2023, Universidade Federal de Pernambuco. All rights reserved.","Amazon Biome; Cerrado Biome; Conservation units; Geosystems","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85146257404"
"Miyamoto A.; Tamanaha S.; Watari Y.","Miyamoto, Asako (7202786844); Tamanaha, Syoko (57222050020); Watari, Yuya (18434958100)","7202786844; 57222050020; 18434958100","Landscape features of endangered Ryukyu long-furred rat (Diplothrix legata) roadkill sites in Yambaru, Okinawa-jima Island","2021","Journal of Forest Research","26","3","","201","207","6","4","10.1080/13416979.2021.1887437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101153414&doi=10.1080%2f13416979.2021.1887437&partnerID=40&md5=dbf71f7c1e0190d7ee0cea9caf625d07","Roadkill poses a significant threat to many wildlife species. To implement habitat management and conservation measures in protected areas, it is important to identify the factors related to roadkill at the landscape scale. The purpose of this study was to clarify the landscape factors involved in roadkill of the endangered Ryukyu long-furred (Diplothrix legata) rat in Yambaru, the northern Okinawa-jima Island, Japan. We analyzed the relationship between roadkill sites and landscape factors (evergreen broad-leaved forest area, artificial pine forest area, average vegetation height, and minimum radius of road curve) using a generalized linear model, incorporating spatial autocorrelation using Moran’s eigenvector maps along a 13.9 km route using census data from May 2011 to April 2017. In addition, we clarified the relationship between the number of roadkills and national park zoning. Roadkill incidence was found to be positively correlated with average vegetation height and the percentage of pine forest area. The number of roadkill incidents was also higher in zones with higher levels of protection compared to areas with lower or no protection. These results suggest the need for measures in areas containing these landscape elements, such as mature forests and higher percentage of pine forests. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","endangered species; generalized linear model (GLM); Protected area; road ecology; Ryukyu Islands","Area; Conservation; Forestry; Height; Okinawa; Pinus; Plants; Protection; Okinawa Island; Diplothrix legata; Conservation; Population statistics; Rats; Vegetation; Evergreen broad-leaved forests; Generalized linear model; Habitat management; Landscape elements; Landscape feature; Levels of protections; Spatial autocorrelations; Vegetation height; broad-leaved forest; coniferous forest; endangered species; habitat management; landscape ecology; national park; roadkill; rodent; spatiotemporal analysis; wild population; Forestry","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85101153414"
"Fu M.; Tian J.; Ren Y.; Li J.; Liu W.; Zhu Y.","Fu, Mengdi (55809583900); Tian, Junliang (57195297527); Ren, Yueheng (57188751744); Li, Junsheng (55482190500); Liu, Weiwei (57205885792); Zhu, Yanpeng (57212261959)","55809583900; 57195297527; 57188751744; 55482190500; 57205885792; 57212261959","Functional zoning and space management of Three-River-Source National Park","2019","Journal of Geographical Sciences","29","12","","2069","2084","15","21","10.1007/s11442-019-1705-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079729358&doi=10.1007%2fs11442-019-1705-z&partnerID=40&md5=125adaf43543a4b4c88fe81c5f5326ef","Functional zoning is a key step for the integrated planning and scientific management of a national park. Selecting the Three-River-Source National Park (TNP) as the study area, this paper establishes an evaluation system including 13 evaluation indexes which are classified into four categories, namely: ecosystem services; potential distribution of key species habitats; ecological sensitivity; and ecological resilience through the comprehensive analysis on the regional eco-environmental features in the study area. The results of the comprehensive analysis, combined with the functions and requirements of management of national parks, indicate that TNP is divided into the first-level zone (the core conservation area, the ecological restoration area and the traditional utilization area) with definite targets of space management and the second-level zone with implementation of control measures. This method of functional zoning lays a solid foundation for the scientific planning of TNP; moreover, our study provides new insights into other national parks’ functional zoning. © 2019, Science Press.","functional zoning; index system; national parks; space management; Three-River-Source National Park (TNP)","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85079729358"
"Feng Z.-X.; Sun X.-T.; Xue L.; Zhagn T.-J.","Feng, Zi-Xin (58106055700); Sun, Xin-Tong (58106055800); Xue, Ling (36747040100); Zhagn, Tian-Jiao (58105936800)","58106055700; 58106055800; 36747040100; 58105936800","National park classification and spatial identification: A case of Yunnan Province, China; [国家公园类型划分与空间识别———以云南省为例]","2023","Chinese Journal of Applied Ecology","34","1","","187","195","8","0","10.13287/j.1001-9332.202301.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148258371&doi=10.13287%2fj.1001-9332.202301.024&partnerID=40&md5=925510bff247ebf587413c742a699da2","National park is a major institutional innovation to promote the construction of ecological civilization in China. How to scientifically classify types and identify spaces is a fundamental task in the layout and construction of national parks, which is critically needed in practice. Based on the national conditions of China and related international experience, we classified national parks into wilderness oriented, ecological priority, recreation oriented, and heritage oriented types, and constructed a relatively complete national park classification scheme. With Yunnan Province as a case, which has a high degree of natural and human diversity, we established a set of index and zoning rules based on “dual evaluation”. The artificial neural networks were used to establish a land use evolution learning algorithm. The meta-cellular automata incorporating an adaptive inertia mechanism was used for spatio-temporal simulation. Spatial identification of different types of national parks was performed for the whole province under high resolution. The contraction-expansion principle was applied to compare, correct, and optimize the identified areas. A comprehensive plan for the future layout of Yunnan National Park was proposed. The results showed that national parks in Yunnan Province were mainly concentrated in the Sanjiang region and the Hengduan Mountains, the west and southwest Yunnan. Those three types of areas could be used as key areas for future national park planning and protection. The general and worth popularizing research paradigm for national park typology and spatial identification established here could be served as a reference for national application. © 2023 Editorial Board of Chinese Journal of Applied Ecology. All rights reserved.","artificial neural network-cellular automaton; classification; national park; spatial identification; Yunnan Province","Algorithms; China; Computer Simulation; Conservation of Natural Resources; Humans; Parks, Recreational; China; Hengduan Mountains; Yunnan; artificial neural network; cellular automaton; land classification; land use planning; national park; spatial planning; algorithm; China; computer simulation; environmental protection; human; recreational park","Article","Final","","Scopus","2-s2.0-85148258371"
"Kan Z.; Jian Z.; Hu Y.; Zhedong Q.","Kan, Zhou (57936681500); Jian, Zhang (57936412100); Hu, Yu (57207944887); Zhedong, Qian (57936271100)","57936681500; 57936412100; 57207944887; 57936271100","Spatio⁃temporal variation and drivers of degree of human disturbance in national park and surrounding areas: A case study of Sanjiangyuan National Park; [国家公园及周边地 区 人 为 扰 动 强 度 的 时 空 变 化 与 驱 动因素———以三江源国家公园为例]","2022","Shengtai Xuebao","42","14","","5574","5585","11","1","10.5846/stxb202106131573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140312084&doi=10.5846%2fstxb202106131573&partnerID=40&md5=64c35d82a6075195fbd247e563759378","It is of great importance to ensure the sustainable development and sustainable utilization of the national park, and to consolidate the function of the national ecological security shelter. The scientific assessment of the degree of human disturbance and its impact in the national park and surrounding areas is a basic premise to improve the accuracy of spatial supervision of human activities. Taking Sanjiangyuan National Park as an example, based on the modified model for measuring the degree of human disturbance and the survey ledger database of human disturbance behavior, this paper quantitatively evaluated the temporal and spatial variation process of the degree of human disturbance in the national park and its surroundings from 1980 to 2018, analyzed the driving forces and main factors affecting general disturbance and anomic disturbance, and discussed the main deficiencies in the supervision of human disturbance and suggestions for optimization. The results showed that: (1) the degree of human disturbance in Sanjiangyuan National Park was relatively stable, rising only 3.237% between 1980 and 2018. The degree of human disturbance of the Yangtze River Source Park was significantly lower than that in the Lancang River Source Park and the Yellow River Source Park. (2) The rise in the degree of human disturbance was comparatively notable between 2000 and 2010, but levelled off between 2010 and 2018, indicating that the enforcement of ecological protection measures and laws have become stricter since 2010, and have significantly curbed the growth of human disturbance in the Sanjiangyuan National Park. (3) Infrastructure construction with a focus on transportation, population urbanization, traditional production and living activities of aboriginal people and recreational activities are the main drivers of variation in the degree of human disturbance. (4) The construction of roads and supporting facilities along the routes, aboriginal living facilities, and hydropower facilities are the main causes of anomic human disturbance in the national park. Aiming at the drivers and supervision of human disturbance in the Sanjiangyuan National Park and surrounding areas, it was recommended to implement fine⁃grained zoning controls, to activate and regulate market⁃based management mechanisms, to create net - zero emission green infrastructure, and to ameliorate the hardware and software system for supervising recreational behavior, so as to shape the interaction between ecological protection and utilization in the national park under the premise of zero disturbance. © 2022 Science Press. All rights reserved.","degree of human disturbance; national park and surrounding areas; Sanjiangyuan National Park; spatial supervision","China; Mekong River; Qinghai; Sanjiangyuan Nature Reserve; Shandong; Yangtze River; Yellow River Delta Nature Reserve; database; human activity; indigenous population; national park; national security; software; spatial variation; spatiotemporal analysis; sustainable development; urbanization","Article","Final","","Scopus","2-s2.0-85140312084"
"Bentekhici N.; Bellal S.-A.; Zegrar A.","Bentekhici, Nadjla (57202894262); Bellal, Sid-Ahmed (57190668267); Zegrar, Ahmed (56668767600)","57202894262; 57190668267; 56668767600","Contribution of remote sensing and GIS to mapping the fire risk of Mediterranean forest case of the forest massif of Tlemcen (North-West Algeria)","2020","Natural Hazards","104","1","","811","831","20","10","10.1007/s11069-020-04191-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088570000&doi=10.1007%2fs11069-020-04191-6&partnerID=40&md5=01f04b861adcd7386dd58a818772ac20","Forest fires are one of the major environmental problems that cause harmful economic and ecological damage. The Algerian forest and in particular the Tlemcen forest massif where the national park is located are very affected by the repetition and the danger of fires. We count 1600 fire starts recorded during the period from 1980 to 2015. This situation is influenced by the ecotourism status and the high human accessibility, in the forest area as well as the significant development of road infrastructure in the middle of the forest. Noting also the characteristics of the plant formations and topographical in the area seriously promote the flammability and combustibility of the vegetation. Faced with this problem, it is necessary to protect the Tlemcen forest massif by mapping the risk zoning of forest fires. In order to achieve this objective, we followed an approach inspired by the Turkish model developed by Erten et al. (In: XXth ISPRS congress, youth forum, July 12–23, 2004, Istanbul, Turkey, pp 33–39, 2004) and based on the multi-criteria analysis method AHP with a hierarchical combination of six parameters, ecological, topographic and human on the one hand, and a classification of these parameters according to their sensitivities to fires on the other hand. This uses remote sensing data and GIS tools. The results obtained gave five risk classes (very low, low, medium, high and very high); the high and very high risk occupy 48.27% of the total surface studied. The validation of these results was made by the multitemporal analysis of satellite images dating from 2001 to 2017 and the superimposition of the burnt spaces detected on the fire risk map. The final documents provide valuable assistance to decision-makers and facilitate the protection and sustainable management of forests. © 2020, Springer Nature B.V.","AHP model; Fire; GIS; Mediterranean forest; Remote sensing; Risk","Algeria; Istanbul [Turkey]; Tlemcen; Turkey; analytical hierarchy process; forest fire; forest management; GIS; mapping; risk assessment; satellite imagery; topography","Article","Final","","Scopus","2-s2.0-85088570000"
"Chung H.-S.E.; Gullett W.; Rose G.","Chung, Huey-Shian Elly (57211351854); Gullett, Warwick (22979734900); Rose, Gregory (7403282555)","57211351854; 22979734900; 7403282555","Development of a Model for Enhancing Justice in MPA Designation and Zoning and its Application to Taiwan’s South Penghu Marine National Park","2019","Coastal Management","47","6","","570","593","23","1","10.1080/08920753.2019.1669101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073597946&doi=10.1080%2f08920753.2019.1669101&partnerID=40&md5=9ab54f1ce79b6518a21961a9b60f1a76","Multi-purpose marine protected areas (MPAs) are prevalent world-wide as institutional mechanisms deployed in the marine environment to manage multiple uses, conserve resources and protect ecosystems. Yet some people may experience disadvantage following the implementation of new MPAs. One understudied aspect of MPAs is the distribution of advantages and disadvantages and how best to address the “justice” concerns that they raise. This article identifies a framework of principles, methods and tools to address these concerns. It devises a “MPA justice model” and demonstrates its applicability to a Taiwanese case study. In 2014, Taiwan proclaimed its first multiple-purpose MPA, the South Penghu Marine National Park and the case study shows ways that the MPA’s socio-economic sustainability could have been better accomplished. The article focuses on future MPA establishment that incorporates distributional fairness and procedural legitimacy into MPA site designation and zoning design - but might also be adapted to use retrospectively in MPA review processes. © 2019, © 2019 Taylor & Francis.","justice; marine protected area; Taiwan","Taiwan; Conservation; Environmental protection; Sustainable development; Conserve resources; ITS applications; justice; Marine environment; Marine protected area; National parks; Socio-economics; Taiwan; coastal zone management; environmental justice; marine environment; protected area; sustainability; zoning system; Zoning","Article","Final","","Scopus","2-s2.0-85073597946"
"Li Q.; Hu L.; Chen D.; He F.; Chen X.; Cao Y.; Xu S.-X.; Zhao L.; Zhao X.","Li, Qi (57213271215); Hu, Linyong (55145859400); Chen, Dongdong (56337513800); He, Fuquan (57210918369); Chen, Xin (57205316155); Cao, Yifan (7404524540); Xu, Shi-Xiao (7404438372); Zhao, Liang (57077274600); Zhao, Xinquan (7407577047)","57213271215; 55145859400; 56337513800; 57210918369; 57205316155; 7404524540; 7404438372; 57077274600; 7407577047","Practice of regional function optimization in Sanjiangyuan National Park based on N%; [基于N%理念的三江源国家公园区域功能优化实践]","2019","Acta Theriologica Sinica","39","4","","347","359","12","2","10.16829/j.slxb.150342","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071862330&doi=10.16829%2fj.slxb.150342&partnerID=40&md5=279441ae4265637be70d417f9cb26b27","Sanjiangyuan National Park is the first pilot of the national park system in China. It requires the strictest ecological protection. At the same time, the relationship between the local pastoralists' livelihood and the carrying capacity of resources and environment should be properly handled to form a new model of harmonious development between humans and nature. This study explores the nature proportion (N%), i.e., the minimum conservation area for biodiversity and ecosystem services and the maximum area for local pastoralists' livelihood at the regional scale of the Sanjiangyuan National Park, and seeks approaches and models of sustainable management of the social-ecological system. The theoretical, realized and predicted N% are calculated based on: the diet niche volume and overlap of dominant livestock (Domestic yak and Tibetan sheep) and wild ungulate herbivores (Tibetan antelope, Tibetan gazelle, Wild yak and Tibetan wild ass), the population, density and land use of dominated livestock (116.70 × 104 sheep unit) and wild ungulate herbivores (31.40 × 104 sheep unit), and the livestock population (123.07 × 104 sheep unit) at local (6.43 × 104) pastoralists' basic living needs, by 90%, 30% and 74%, respectively. Furthermore, the realized and predicted N% can be optimized to 67% and 83%, respectively, by spatial coupling and optimizing of resource allocation among regions, and utilizing forage resources produced by the development of the grass industry in the peripheral support area for ""Rest Grazing During Turning Green Period"" and ""Warm Grazing Cold Feeding Two-stage Feeding"" (supplying forage for 190 days, i.e.,an increase of 4.47 × 104 km2 grassland for conservation) or for livestock population (feeding livestock of 60.25 × 104 sheep unit, i.e., an increase of 1.55 × 104 km2 grassland for conservation) at local pastoralists' basic living needs. The N% obtained by different accounting conditions, methods, and purposes is quite different. The accounting of a practical and reasonable N% under multiple targets should consider identifying, prioritizing and zoning of biodiversity conservation areas, key areas of ecological security barriers, the areas offsetting the impact of future climate change, the beneficiary areas of important ecosystem services (such as water resources), suitable areas for local pastoralists' development, and ecosystem services assessment and quantifying of ecosystem services goods. By identifying and comprehensive consideration of all of the above factors affecting the social-ecological system, it is possible to quantify N% for Sanjiangyuan National Park at a scale of ecoregions, so as to realize its sustainable development. © 2019, Science Press. All right reserved.","Adaptive management; Livestock; Nature proportion (N%); Sanjiangyuan National Park; Social-ecological system; Sustainability; Wild ungulate herbivore","China; Qinghai; Sanjiangyuan Nature Reserve; Bos grunniens; Bos grunniens mutus; Ovis aries; Procapra picticaudata; Ungulata; adaptive management; biodiversity; carrying capacity; ecosystem service; forage; grassland; grazing pressure; herbivore; livelihood; livestock; national park; pastoralism; resource allocation; ungulate","Article","Final","","Scopus","2-s2.0-85071862330"
