"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Bhat J.A.; Kumar M.; Pala N.A.; Shah S.; Dayal S.; Gunathilake C.; Negi A.K.","Bhat, Jahangeer A. (45860987600); Kumar, Munesh (7403637221); Pala, Nazir A. (55346167500); Shah, Shipra (56266791900); Dayal, Suchindra (57213166680); Gunathilake, Champathi (57217206761); Negi, Ajeet K. (7006204229)","45860987600; 7403637221; 55346167500; 56266791900; 57213166680; 57217206761; 7006204229","Influence of altitude on the distribution pattern of flora in a protected area ofWestern Himalaya","2020","Acta Ecologica Sinica","40","1","","30","43","13","6","10.1016/j.chnaes.2018.10.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086749003&doi=10.1016%2fj.chnaes.2018.10.006&partnerID=40&md5=5603ec051b024fb57a17d745a16fa309","Introduction: Distribution pattern and diversity of flora was compared along an altitudinal gradient using the stratified random sampling design for identifying major plant communities of Kedarnath Wildlife Sanctuary of Garhwal Himalaya, India. The reconnaissance of flora is presented, along with the analysis of the distribution of species, genera, and families within five (5) altitudinal zones. KedarnathWildlife Sanctuary which is situated in the Indian Himalayas harbours a rich variety of flora and fauna. The Himalayas are recognized for diverse vegetation distributed over a wide range of topographical conditions. Results: The analysis of diversity within five (5) altitudinal zones was carried out and a total of 324 plant species, representing 219 genera belonging to 92 families, were found. The dominant family was Asteraceae; the codominant family was Rosaceae, followed by Lamiaceae and Ranunculaceae. Eight (8) families were observed in all the altitudinal zones, while forty (40) families were observed in a single altitudinal zone, and the remaining forty-four (44) families were found in more than one (1) altitudinal zone. Most of the tree species were contagiously distributed, but a few of them were randomly distributed in all the altitudinal zones. The shrubs and herbs were contagiously distributed in all the altitudinal zones. The correlation analysis (P b 0.05) between altitude and number of species showed that altitude is negatively correlated with tree (r = -0.96), shrub (r = -0.61), and herb species (r = -0.20). As per the cluster analysis of tree layer, altitudinal zone - III (2450-2650 m) and altitudinal zone - IV (2900-3100 m) were found most similar. Altitudinal zone-V (3350-3550 m) was found to be dissimilar from the other zones for herbs. Conclusions: Although species composition varieswith altitude, but there is a complex relationship between species richness and altitudinal gradient. A decreasing pattern in both species richness and family richness for trees, shrubs and herbs, was recorded with increasing altitude. The predominant factors underlying this variability in plant species and biogeography appear to be climatic and specific to each taxonomic group. © 2020 Ecological Society of China.","Altitudinal zone; Distribution; Family; Flora; Sanctuary","India; Kedarnath Wildlife Sanctuary; Uttarakhand; Asteraceae; Lamiaceae; Ranunculaceae; Rosaceae; altitudinal zonation; biogeography; fauna; flora; geographical distribution; plant community; protected area; species diversity; species richness; taxonomy","Article","Final","","Scopus","2-s2.0-85086749003"
"Isotti R.; Monacelli M.","Isotti, Roberto (6507737711); Monacelli, Mario (57219467321)","6507737711; 57219467321","Bird communities analysis and marxan software for the management of a mediterranean protected area","2019","Avocetta","43","2","","115","125","10","0","10.30456/AVO.2019202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092904782&doi=10.30456%2fAVO.2019202&partnerID=40&md5=93d52b20bdfe510b3259bebffa5276db","The bird community analysis, carried out by transect and point count methods, are quantitative analysis. Our aim in this paper is to analyse the results, based on each of these tools, using Marxan, a mapping software to obtain a zonation of a protect area in Mediterranean central Italy . The management algorithms of protected areas are widely used to identify potential networks of natural reserves that meet pre-established ecological limits, such as the presence of a specific percentage of habitats or a specific number of populations, at the same time minimizing costs. The Marxan software was made for different habitat where fragmentation of natural patches are significantly lower than in the study area, but it show interesting and useful result also in this situation. Marxan is particularly useful to solve the problem of the minimum set, in which the aim is to identify, at the lowest possible cost, the areas in which the biodiversity preconditions identified are present. In this work the Circeo National Park (Central Italy) was analysed, as an example of the Mediterranean area. We elaborated, through Marxan a series of maps of the priority areas for conservation that can be used as a starting point working with all the stakeholders involved in the management of the area itself. The main information suggests is to take particular attention to seasonal variations in the composition of the bird communities and, consequently, to the weight that the Park assumes at national and international level in the context of migratory movements and biodiversity conservation. In addition, special attention must be paid to the growing of intensive, rapidly expanding agricultural activities that are not enough controlled and are potentially highly damaging for the Park's biodiversity, both in terms of vegetation and fauna. © 2019 Centro Italiano Studi Ornitologici. All rights reserved.","Bird communities; Natural area management; Zonation","","Article","Final","","Scopus","2-s2.0-85092904782"
"Elise S.; Bailly A.; Urbina-Barreto I.; Mou-Tham G.; Chiroleu F.; Vigliola L.; Robbins W.D.; Bruggemann J.H.","Elise, Simon (56418413800); Bailly, Arthur (57210448175); Urbina-Barreto, Isabel (56418691300); Mou-Tham, Gérard (9132597900); Chiroleu, Frédéric (8836530200); Vigliola, Laurent (6602419726); Robbins, William D. (7102119582); Bruggemann, J. Henrich (7006054904)","56418413800; 57210448175; 56418691300; 9132597900; 8836530200; 6602419726; 7102119582; 7006054904","An optimised passive acoustic sampling scheme to discriminate among coral reefs’ ecological states","2019","Ecological Indicators","107","","105627","","","","17","10.1016/j.ecolind.2019.105627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070773127&doi=10.1016%2fj.ecolind.2019.105627&partnerID=40&md5=452475dda118a4a934d35ce3219e0ec0","In the present era of rapid global change, innovative monitoring methods can greatly enhance our ability to detect ecological disturbances and prioritise conservation areas in a timely and cost-effective manner. While Passive Acoustic Monitoring (PAM) has recently emerged as a promising tool for monitoring ecological states in marine environments, the specifics of how to apply this method remains poorly defined. In this study we examined how different combinations of sampling settings (frequency bandwidth, time of sampling (day/night), and sample duration) influenced the ability of two acoustic indices, the Sound Pressure Level (SPL) and the Acoustic Complexity Index (ACI), to discriminate different ecological states (ecostates) of coral reefs. We applied an iterative approach to select the most efficient and consistent combinations of sampling settings to use for these two acoustic indices, depending on the stability of their discriminating power across different time scales (successive days, moon phases, and seasons), and the minimum sampling effort required for reliable ecostate assessment. The ability of SPL and ACI to discriminate ecostate-specific soundscapes was more stable and required less sampling effort at nighttime. For indices calculated in the higher frequency band (>2 kHz), very short recording times (≤20 min divided into 5 s samples) were sufficient to discriminate ecostates, whereas longer recording times (≥200 min divided into 5 min samples) were necessary when using indices calculated in the lower frequency bands (<1 kHz). An optimised sampling scheme, i.e. the group of the five best combinations of settings to discern among coral reef ecostates, was determined at Reunion Island, Indian Ocean, then tested at New Caledonia, Pacific Ocean. Here, the classifications obtained through visual surveys and with the optimised acoustic sampling scheme were congruent. The concordance of our results with visual fish counts confirms the potential of ecoacoustics to rapidly and reliably characterise coral reefs’ ecostate, allowing managers to prioritise conservation areas among numerous sites, and detect ecological changes over time. Our study provides clear guidelines for monitoring soundscapes by means of the ecoacoustic indices most widely used in the marine realm. © 2019 The Authors","Coral reefs; Ecoacoustic indices; Ecological state (ecostate); Marine habitats; Passive Acoustic Monitoring; Sampling scheme","Anthozoa; Acoustic measuring instruments; Cost effectiveness; Iterative methods; Ocean habitats; Reefs; Coral reef; Ecoacoustic indices; Ecological state; Passive acoustic monitoring; Sampling schemes; acoustic method; coral reef; ecological zonation; habitat type; innovation; marine ecosystem; monitoring; optimization; protected area; sampling; Ecology","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85070773127"
"Sukumaran S.; Vijapure T.; Mulik J.; Ridha H.","Sukumaran, Soniya (25960482000); Vijapure, Tejal (55342648000); Mulik, Jyoti (55538981200); Ridha, Hurmine (57226647481)","25960482000; 55342648000; 55538981200; 57226647481","Marine Macrobenthos of NorthWest India-Reviewing the Known and Unknown","2021","Frontiers in Marine Science","8","","671245","","","","5","10.3389/fmars.2021.671245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112134396&doi=10.3389%2ffmars.2021.671245&partnerID=40&md5=5ac97954e00927d15b3b5148deca2cfd","Tropical ecosystems sustain higher biodiversity and face faster species extinction. However, baseline information of these areas is either inadequate or scattered due to various reasons. The 2,360 km long coast of North West India (NWI), is a heavily industrialized and urbanized zone. This coast with unique biogeographical and climatic features with two notified marine protected areas also supports rich biodiversity. This review was motivated by a need to construct a synoptic view on marine benthic ecology and functioning by consolidating available information of macrobenthos. Two thousand seventy-eight macrobenthic taxa belonging to 14 phyla were compiled from 147 references and were composed mostly by Polychaeta (n = 617), Gastropoda (n = 602), and Bivalvia (n = 216). Habitat wise, intertidal and subtidal zones were more intensely studied and contributed most to the diversity records. Sediment texture and salinity were the major drivers of macrobenthic community structure in the subtidal areas and estuaries, respectively. In the intertidal zones, zonation patterns related to the tidal levels and time of exposure were distinct with the high water zones being sparsely populated and lower intertidal zones sustaining higher species and functional diversities. All zones of NWI coast were distinctly impacted to various extent by anthropogenic activities affecting the resident macrobenthos. Decline in species richness and species substitution due to pollution were reported in urbanized zones. Non-monsoonal months favored a more conducive environment for the macrobenthic diversity and functionality. Hypoxia tolerant polychaete species mainly belonging to Spionidae and Cossuridae dominated during the low oxygen conditions of upwelling and OMZ zones of NWI. Inadequate identification and inconsistency of sampling methods were major deterrents for concluding trends of distributions. Suggestions for future macrobenthic research include focusing on lesser studied groups and areas, seasonal as well anthropogenic hypoxic zones and well planned long-term monitoring studies. Major data lacunae were identified in the taxonomy, molecular, functional aspects, and bioinvasive studies of macrobenthos in this geographical zone despite clear evidence of high diversity of extant macrofauna. This compendium should help prioritize research areas and objectives aimed at enhancing our understanding of macrobenthos and improve predictive capabilities of community shifts that may occur due to global climate change scenarios. © Copyright © 2021 Sukumaran, Vijapure, Mulik and Ridha.","biodiversity; functioning; India; macrobenthos; review","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85112134396"
"Wang B.; Ye W.; Xu Y.; Zhong X.; Zhang J.; Yang N.; Yang B.; Zhou C.","Wang, Bin (55729701500); Ye, Weijia (58035475300); Xu, Yu (24485052200); Zhong, Xue (55553307700); Zhang, Jindong (12041725600); Yang, Nan (57733171100); Yang, Biao (55596895500); Zhou, Caiquan (8282110900)","55729701500; 58035475300; 24485052200; 55553307700; 12041725600; 57733171100; 55596895500; 8282110900","Climate change affects Galliformes taxonomic, phylogenetic and functional diversity indexes, shifting conservation priority areas in China","2023","Diversity and Distributions","29","3","","409","422","13","1","10.1111/ddi.13667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145073751&doi=10.1111%2fddi.13667&partnerID=40&md5=53d596628573bffe568145d1fcae9ce3","Aim: Comprehensive biodiversity protection necessitates the consideration of multiple indexes of diversity, and how the distribution patterns of priority areas may shift under climate change. Galliformes is a globally endangered avian order vulnerable to climate change that provide an important indicator for wildlife conservation effectiveness. Here, we identified priority areas for conserving Galliformes taxonomic, phylogenetic, and functional diversity in China and their spatial dynamics subject to climate change, and examined how well existing protected areas align with current and future priority areas. Location: China. Methods: We applied species distribution modelling and Zonation algorithms to identify conservation priority area dynamics for 47 galliform species across three biodiversity indexes subject to three future climate change scenarios to 2050s and 2070s. We overlaid these identified priority areas onto existing national nature reserves and national parks to assess and project their effectiveness. Results: Current priority areas proved spatially incongruent between indexes, with an optimal area overlap comprising just 10.3% of China's land area, lying largely outside of existing protected areas. Furthermore, over 80% of modelled optimal priority areas currently lacked formal conservation status. Future priority areas will shift substantially under climate change, to an extent dependent on greenhouse gas emission scenarios. Nevertheless, we identified five large regions where optimal Galliformes diversity indexes should remain stable under all scenarios, thus providing potential climatic refugia, if protected from human encroachment. Main Conclusions: The current deficits we identified for Galliformes protection in China resonate with a broader need for hierarchical conservation strategic planning across regions and ecosystems to ensure long-term biodiversity protection, accommodating for climate change. © 2022 The Authors. Diversity and Distributions published by John Wiley & Sons Ltd.","climate change; climatic refugia; conservation prioritization; functional diversity; Galliformes; phylogenetic diversity; taxonomic diversity","China; algorithm; biodiversity; bird; climate change; climate effect; conservation planning; endangered species; functional group; greenhouse gas; human activity; phylogenetics; prioritization; protected area; taxonomy","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145073751"
"Alcaraz G.; Toledo B.; Burciaga L.M.","Alcaraz, Guillermina (7004708636); Toledo, Brenda (57218654094); Burciaga, Luis M. (57211894080)","7004708636; 57218654094; 57211894080","The energetic costs of living in the surf and impacts on zonation of shells occupied by hermit crabs","2020","Journal of Experimental Biology","223","16","jeb222703","","","","7","10.1242/jeb.222703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089922575&doi=10.1242%2fjeb.222703&partnerID=40&md5=fdefe22e7077eb62b4f07f3a5af5070c","Crashing waves create a hydrodynamic gradient in which the most challenging effects occur at the wave breaking zone and decrease towards the upper protected tide pools. Hydrodynamic forces depend on the shape of the submerged body; streamlined shapes decrease drag forces compared with bluff or globose bodies. Unlike other animals, hermit crabs can choose their shell shape to cope with the effects of water flow. Hermit crabs occupy larger and heavier shells (conical shape) in wave-exposed sites than those used in protected areas (globose shape). First, we investigated whether a behavioral choice could explain the shells used in sites with different wave action. Then, we experimentally tested whether the shells most frequently used in sites with different wave action reduce the energetic cost of coping with water flow. Metabolic rate was measured using a respirometric system fitted with propellers in opposite walls to generate bidirectional water flow. The choice of shell size when a large array of sizes are available was consistent with the shell size used in different intertidal sites; hermit crabs chose heavier conical shells in water flow conditions than in still water, and the use of heavy conical shells reduced the energetic cost of coping with water motion. In contrast to conical shells, small globose shells imposed lower energy costs of withstanding water flow than large globose shells. The size and type of shells used in different zones of the rocky shore were consistent with an adaptive response to reduce the energetic costs of withstanding wave action. © 2020 Company of Biologists Ltd. All rights reserved.","Energetics; Gastropod shell; Hydrodynamics; Intertidal; Oxygen consumption; Waves","Animals; Anomura; Gastropoda; Hydrodynamics; Sports; animal; Anomura; gastropod; hydrodynamics; sport","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85089922575"
"Ramel C.; Rey P.-L.; Fernandes R.; Vincent C.; Cardoso A.R.; Broennimann O.; Pellissier L.; Pradervand J.-N.; Ursenbacher S.; Schmidt B.R.; Guisan A.","Ramel, Cindy (57219099311); Rey, Pierre-Louis (57218416780); Fernandes, Rui (56527769000); Vincent, Claire (56589471400); Cardoso, Ana R. (57220562762); Broennimann, Olivier (12784756700); Pellissier, Loïc (36188727600); Pradervand, Jean-Nicolas (54411180100); Ursenbacher, Sylvain (11140726200); Schmidt, Benedikt R. (7402828855); Guisan, Antoine (6603412393)","57219099311; 57218416780; 56527769000; 56589471400; 57220562762; 12784756700; 36188727600; 54411180100; 11140726200; 7402828855; 6603412393","Integrating ecosystem services within spatial biodiversity conservation prioritization in the Alps","2020","Ecosystem Services","45","","101186","","","","24","10.1016/j.ecoser.2020.101186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091240062&doi=10.1016%2fj.ecoser.2020.101186&partnerID=40&md5=fe6db5bcd027d2833bd78aeea6e2153c","As anthropogenic degradation of biodiversity and ecosystems increases, so does the potential threat to the supply of ecosystem services, a key contribution of nature to people. Biodiversity has often been used in spatial conservation planning and has been regarded as one among multiple services delivered by ecosystems. Hence, biodiversity conservation planning should be integrated in a framework of prioritizing services in order to inform decision-making. Here, we propose a prioritization approach based on scenarios maximising both the provision of ecosystem services and the conservation of biodiversity hotspots. Different weighting scenarios for the α-diversity in four taxonomic groups and 10 mapped ecosystem services were used to simulate varying priorities of policymakers in a mountain region. Our results illustrate how increasing priorities to ecosystem services can be disadvantageous to biodiversity. Moreover, the analysis to identify priority areas that best compromise the conservation of α-diversity and ecosystem services are predominantly not located within the current protected area network. Our analyses stress the need for an appropriate weighting of biodiversity within decision making that seek to integrate multiple ecosystem services. Our study paves the way toward further integration of multiple biodiversity groups and components, ecosystem services and various socio-economic scenarios, ultimately fuelling the development of more informed, evidence-based spatial planning decisions for conservation. © 2020 Elsevier B.V.","Conservation planning; Decision support tool; Economic valuation; Human-nature trade-off; Spatial prioritization; Zonation software; α-diversity","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85091240062"
"Srinivas T.; Sukumaran S.; Neetu S.; Ramesh Babu K.","Srinivas, Tatiparthi (14052826900); Sukumaran, Soniya (25960482000); Neetu, S. (12807097800); Ramesh Babu, K. (57212131914)","14052826900; 25960482000; 12807097800; 57212131914","Diversity and Functional Patterns of Benthic Amphipods in the Coralline Intertidal Zones of a Marine National Park, India","2020","Frontiers in Marine Science","7","","589195","","","","8","10.3389/fmars.2020.589195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096683541&doi=10.3389%2ffmars.2020.589195&partnerID=40&md5=269eda94784aa51a5ca89084d54da2e8","Coralline intertidal habitats of marine protected areas (MPAs) are important model systems to investigate species diversity and ecological functioning of benthic communities. Spatial variability of amphipod species composition and functional traits were studied over a 3 year period during the summer season at five intertidal transects of the Gulf of Kachchh (GoK) MPAs, India. A total of 22,706 individuals, comprising 71 species belonging to 40 genera and 23 families, were identified. Aoridae, Dexaminidae, Eriopisidae, Lysianassidae, and Maeridae were the best represented families (68.2% of total abundance). Distinct spatial patterns in the amphipod assemblage structure and functional traits were observed along the horizontal and vertical axes. The results demonstrated that the amphipod assemblage functioning was greatly influenced by the vertical gradient, with generally higher functional diversity (FD) in the lower intertidal zones suggesting increased diversity in resource use strategies, whereas the upper zones showed very little FD possibly due to the prevalence of environmental filtering. As higher species and functional diversities promote better resource partitioning and resilience of the ecosystem, these results are important for the management of MPAs facing the dual challenges of global climate change and anthropogenic pressures. © Copyright © 2020 Srinivas, Sukumaran, Neetu and Ramesh Babu.","amphipod; functional traits; fuzzy coding; intertidal; Marine National Park; vertical zonation","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85096683541"
"Mizsei E.; Szabolcs M.; Szabó L.; Boros Z.; Mersini K.; Roussos S.A.; Dimaki M.; Ioannidis Y.; Végvári Z.; Lengyel S.","Mizsei, Edvárd (55654204500); Szabolcs, Márton (57150656900); Szabó, Loránd (57208341777); Boros, Zoltán (57211440049); Mersini, Kujtim (55695493400); Roussos, Stephanos A. (57193648786); Dimaki, Maria (36977229200); Ioannidis, Yannis (36888458400); Végvári, Zsolt (7801695487); Lengyel, Szabolcs (6603382176)","55654204500; 57150656900; 57208341777; 57211440049; 55695493400; 57193648786; 36977229200; 36888458400; 7801695487; 6603382176","Determining priority areas for an Endangered cold-adapted snake on warming mountaintops","2021","ORYX","55","3","","334","343","9","3","10.1017/S0030605319000322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082010439&doi=10.1017%2fS0030605319000322&partnerID=40&md5=33d81662ceb9831e086fff5e6718fe4a","Spatial prioritization in systematic conservation planning has traditionally been developed for several to many species and/or habitats, and single-species applications are rare. We developed a novel spatial prioritization model based on accurate estimates of remotely-sensed data and maps of threats potentially affecting long-term species persistence. We used this approach to identify priority areas for the conservation of the Endangered Greek meadow viper Vipera graeca, a cold-adapted species inhabiting mountaintops in the Pindos Mountains of Greece and Albania. We transformed the mapped threats into nine variables to estimate conservation value: habitat suitability (climate suitability, habitat size, occupancy, vegetation suitability), climate change (future persistence, potential for altitudinal range shift) and land-use impact (habitat alteration, degradation, disturbance). We applied the Zonation systematic conservation planning tool with these conservation value variables as biodiversity features to rank the areas currently occupied by the species and to identify priority areas where the chances for population persistence are highest. We found that 90% of current habitats will become unsuitable by the 2080s and that conservation actions need to be implemented to avoid extinction as this is already a threatened species with a narrow ecological niche. If threats are appropriately quantified and translated into variables of conservation value, spatial conservation planning tools can successfully identify priority areas for the conservation of single species. Our study demonstrates that spatial prioritization for single umbrella, flagship or keystone species is a promising approach for the conservation of species for which few data are available.  Copyright © The Author(s), 2020. Published by Cambridge University Press on behalf of Fauna and Flora International.","Climate change; habitat suitability; land use; protected area; range shift; reptile; spatial conservation planning; Vipera graeca","Reptilia; Vipera; conservation planning; endangered species; habitat selection; mountain; prioritization; remote sensing; snake; warming","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85082010439"
"Hu R.; Gu Y.; Luo M.; Lu Z.; Wei M.; Zhong J.","Hu, Ruocheng (57192318512); Gu, Yiyun (57194202731); Luo, Mei (57219422016); Lu, Zhi (19035336300); Wei, Ming (57194216819); Zhong, Jia (57194214836)","57192318512; 57194202731; 57219422016; 19035336300; 57194216819; 57194214836","Shifts in bird ranges and conservation priorities in China under climate change","2020","PLoS ONE","15","10 October","e0240225","","","","22","10.1371/journal.pone.0240225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092609891&doi=10.1371%2fjournal.pone.0240225&partnerID=40&md5=838ce912946f477c5ea668454f6590c3","Climate change is one of the most significant causes of species range shift and extinction. Based on a citizen science dataset of birds in China, the Bird Report, we developed a high-resolution map of bird species richness in China, and simulated the range shifts and area changes of the 1,042 birds through the year 2070 using three different General Circulation Models and two different Representative Concentration Pathways (RCPs, including RCP 2.6 and RCP 8.5). It was found that 241–244 (under different scenarios) bird species would lose a portion of their distribution ranges; and that most species in China would move to either higher elevations or northward. The other 798–801 species would experience range expansion. Compared to resident species (n = 516), migratory birds (n = 526) may undergo more limited range expansion but a longer range shift distance on average. The species diversity of birds will considerably increase in areas higher than 1,500 m in elevation under both RCPs. Conservation priorities with higher species richness were also identified using the Zonation model. The existing national nature reserves are not sufficient for protecting important bird habitats, especially after range shifts. Significant gaps in protected areas were observed in the northern Xinjiang, southern Tibet, Greater Khingan, Sanjiang Plain, Songnen Plain, northern Bohai Rim, and southeastern coastline areas. Many of these areas are characterized by high human populations and intensive development, and establishing sizable protected areas has become difficult. Inclusive conservation mechanisms that include restoring habitats in urban parks and sharing habitats in farmland areas, may be a feasible solution. Copyright: © 2020 Hu et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","","Animal Distribution; Animals; Birds; China; Citizen Science; Climate Change; Conservation of Natural Resources; Ecosystem; Models, Statistical; agricultural land; article; bird; citizen science; climate change; habitat; human; major clinical study; nonhuman; recreational park; resident; simulation; species diversity; species richness; Tibet; Xinjiang; zonation; animal; animal dispersal; China; ecosystem; environmental protection; statistical model","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85092609891"
"Johnston J.R.; Needham M.D.; Cramer L.A.; Olsen C.S.; Swearingen T.C.","Johnston, Jennifer R. (57209719660); Needham, Mark D. (7005068054); Cramer, Lori A. (8537100100); Olsen, Christine S. (16316670300); Swearingen, Thomas C. (57202293722)","57209719660; 7005068054; 8537100100; 16316670300; 57202293722","Public perceptions of marine wilderness as a marine protected area designation","2019","Ocean and Coastal Management","178","","104873","","","","3","10.1016/j.ocecoaman.2019.104873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068535250&doi=10.1016%2fj.ocecoaman.2019.104873&partnerID=40&md5=283709264e35c27b5d6c1f366d6c6ff9","A representative survey of 530 residents of the most heavily populated region in Oregon (USA) showed that most believed the concept and label of wilderness could apply to the ocean. Although a majority thought Oregon's marine reserves could be called wilderness, other areas of the ocean along Oregon's coast and elsewhere in the world were seen as more appropriate for marine wilderness. Respondents also thought wilderness was more applicable to land than the ocean. Over half would not change their attitudes or visitation associated with marine areas if they were designated as wilderness. For those who would be affected by this designation, most would change their attitudes in a positive direction and increase visitation. “Marine protected area,” “marine reserve,” “marine wilderness,” and “wilderness” designations evoked different reactions among respondents with marine protected areas and reserves inferring regulations and limitations, and terrestrial and marine wildernesses eliciting notions of pristineness and purity. © 2019 Elsevier Ltd","Attitudes; Marine protected area; Marine reserve; Marine wilderness; Wilderness","Oregon Shelf; Pacific Ocean; United States; Conservation; Attitudes; Marine protected area; Marine reserve; Marine wilderness; Wilderness; altitude; coastal zone; ecological zonation; environmental planning; marine ecosystem; marine park; perception; pristine environment; wilderness area; Environmental protection","Article","Final","","Scopus","2-s2.0-85068535250"
"Westwood A.R.; Lambert J.D.; Reitsma L.R.; Stralberg D.","Westwood, Alana R. (57225413849); Lambert, J. Daniel (35608427500); Reitsma, Leonard R. (6603160226); Stralberg, Diana (25643534300)","57225413849; 35608427500; 6603160226; 25643534300","Prioritizing areas for land conservation and forest management planning for the threatened Canada warbler (Cardellina Canadensis) in the Atlantic northern forest of Canada","2020","Diversity","12","2","61","","","","7","10.3390/d12020061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080936757&doi=10.3390%2fd12020061&partnerID=40&md5=3a3f495a9e35a0c01f7b8239f1be8683","Populations of CanadaWarbler (Cardellina canadensis) are declining in Canada's Atlantic Northern Forest. Land conservancies and government agencies are interested in identifying areas to protect populations, while some timber companies wish to manage forests to minimize impacts on CanadaWarbler and potentially create future habitat. We developed seven conservation planning scenarios using Zonation software to prioritize candidate areas for permanent land conservation (4 scenarios) or responsible forest management (minimizing species removal during forest harvesting while promoting colonization of regenerated forest; 3 scenarios). Factors used to prioritize areas included CanadaWarbler population density, connectivity to protected areas, future climate suitability, anthropogenic disturbance, and recent Canada Warbler observations. We analyzed each scenario for three estimates of natal dispersal distance (5, 10, and 50 km). We found that scenarios assuming large dispersal distances prioritized a few large hotspots, while low dispersal distance scenarios prioritized smaller, broadly distributed areas. For all scenarios, efficiency (proportion of current Canada Warbler population retained per unit area) declined with higher dispersal distance estimates and inclusion of climate change effects in the scenario. Using low dispersal distance scenarios in decision-making offers a more conservative approach to maintaining this species at risk. Given the differences among the scenarios, we encourage conservation planners to evaluate the reliability of dispersal estimates, the influence of habitat connectivity, and future climate suitability when prioritizing areas for conservation. © 2020 by the authors.","Bird distribution and abundance; Boreal birds; Canada warbler; Cardellina canadensis; Reserve design; Zonation","Canada; Aves; Cardellina; Wilsonia canadensis; abundance; bird; environmental planning; forest management; nature conservation; population distribution; songbird","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85080936757"
