"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kryukov V.A.; Golubeva E.I.","Kryukov, Vitaly A. (57221414785); Golubeva, Elena I. (16546135000)","57221414785; 16546135000","Assessment of urban protected areas regulations changes using GIS software","2021","InterCarto, InterGIS","27","","","323","334","11","0","10.35595/2414-9179-2021-3-27-323-334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120656732&doi=10.35595%2f2414-9179-2021-3-27-323-334&partnerID=40&md5=d5a59730f2bc57dda05f090addd5c8f3","The scale of functional zones transformations, related nature conservation regulations, vulnerability of ecosystems to human impact, PAs borders transformations, changes of ecosystem potentials (estimated in two ways: on the basis of ecosystem services value and functional zoning and PAs restrictions established by law) is assessed in case study PA - Setun valley nature reserve (Moscow, Russia). Free open-source softwares QGIS and InveST, open-access spatial data were used. Crucial negative transformations and predominance of negative zoning areas with too mild nature protection regimes have been revealed: landscape metrics indices rise (some of them more than doubled, especially coefficient of ideal form), exclusion of some PA part and its compensations with valley parts that are lie further away from main PA part, average-weighted ecosystem potentials difference estimated in two ways is -4.8 (possible values range from -20 to +20), reduction of zones with strict nature protection restrictions from 35% to 11%. Growth of recreational potential and construction of large transport objects are the crucial causes of current negative changes in case-study reserve at the same time, construction of engineering, social and administrative facilities are the secondary causes. Associated rise of road and pedestrian network is leading to PAs cores fragmentation and decrease of its ability to complete the main reserve goal - a conservation of natural and cultural complexes and biodiversity. The results of case-study reserve transformations analysis demonstrate an imbalance in sustainable development triad “nature-society-economy” in favour of last two components. © 2021 Lomonosov Moscow State University. All rights reserved.","Functional zoning; GIS; PADDD; Protected areas; Urban ecology","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120656732"
"Afonina T.E.; Lazareva A.A.","Afonina, T.E. (57219055678); Lazareva, A.A. (57222472631)","57219055678; 57222472631","A Socioeconomic Development Concept for Russia's Specially Protected Areas to Address the Negative Anthropogenic Impact: Evidence from the Tunkinsky National Park","2021","IOP Conference Series: Earth and Environmental Science","666","5","052033","","","","0","10.1088/1755-1315/666/5/052033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102749671&doi=10.1088%2f1755-1315%2f666%2f5%2f052033&partnerID=40&md5=c7e2261eb7d54685696267e09014bbb4","Russia's natural parks (NP) are critical for the preservation and recovery of the natural environment and biodiversity. NPs were mainly created to preserve the landscape-forming biotopes. Siberian and Far Eastern NPs were founded in the late 1980s or early 1990s. As a result, previously human-populated or otherwise affected areas that contained settlements, logging sites, mining sites, collective farms, and other economic facilities were transformed into national parks. A national park is supposed to provide venue for research and recreation, which is at odds with the locals' economic activities. Irrational recreational use of NP areas degrades the plant communities: Vulnerable species vanish, less vulnerable replace them, and meadow species become widespread in forest ecosystems; it also negatively affects the soil cover as it destroys the ground litter of soils, makes the humus horizon shallow and too dense, ultimately killing the soil microflora. This is the case of nearly any NP in Siberia and the Far East, which calls for well-thought-out economic zoning of areas that would be environmentally, economically, and legally sound. It is on this basis that this paper proposes a socioeconomic development concept (the Concept) for the Tunkinsky NP. © 2021 Published under licence by IOP Publishing Ltd.","","Biodiversity; Conservation; Economics; Ecosystems; Forestry; Plants (botany); Soils; Anthropogenic impacts; Economic activities; Forest ecosystem; Natural environments; Plant communities; Protected areas; Socio-economic development; Soil microflora; Economic and social effects","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85102749671"
"Kohl J.; Herrera‐fernández B.","Kohl, Jonathan (57225379801); Herrera‐fernández, Bernal (57214321790)","57225379801; 57214321790","Condition‐based protected area zoning tied to conservation planning and targets","2021","Parks","27","1","","43","56","13","1","10.2305/IUCN.CH.2021.PARKS-27-1JK.en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107935696&doi=10.2305%2fIUCN.CH.2021.PARKS-27-1JK.en&partnerID=40&md5=a8c2dc728773250a954fc8ee4f9b448a","Human use protected area zoning assigns different uses of land and marine resources to different management zones, in theory, to avoid or curtail activities incompatible with management objectives. Despite its global popularity, however, human use zoning generates problems such as the separation of compatible uses and consequent user conflict (e.g., researchers and ecotourists). It allocates more resources to manage human uses than to biophysical conditions that protected areas are charged to conserve. It reduces manifestations of the same use (e.g., intensive and small-scale agriculture) into just one scale of impact. It uses objective criteria to define zones in situations where subjective values may conflict. In response, alternative zoning schemes have emerged, among them, resource condition-based approaches. These, however, tend to be highly technical, poorly evaluated, and show little evidence of adoption by protected area systems, especially in developing countries. This paper therefore proposes a condition-based approach that addresses these weaknesses by using pre-defined conservation targets as the principal criteria to define zones, thus clearly linking conservation planning (such as the Open Standards for the Practice of Conservation) and management zoning. Condition-based zoning focuses on strategic conservation actions with the use of conditions, indicators, standards, and corresponding preventative and corrective management actions, rather than being prescriptive and punitive as with the human use zoning model. Furthermore, the article proposes technology and methodology that are more appropriate for the technical capacity of developing countries. It also traces the development of condition-based zoning from early urban zoning and presents a pilot application in Costa Rica’s Monteverde Cloud Forest Reserve. © 2021, IUCN - International Union for the Conservation of Nature. All rights reserved.","Costa Rica; Ecological integrity; Human use zoning; Limits of acceptable change; Management plan; Monteverde Cloud Forest; Open Standards","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85107935696"
"Lei Y.; Guoping C.; Junsan Z.","Lei, Yuan (57205420119); Guoping, Chen (57703362300); Junsan, Zhao (57703946900)","57205420119; 57703362300; 57703946900","Layout Optimization and Division of Plateau Mountain Arable Land-Based on Cultivated Land Quality Evaluation and Local Spatial Autocorrelation","2022","Polish Journal of Environmental Studies","31","6","","5083","5094","11","0","10.15244/pjoes/150667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141057994&doi=10.15244%2fpjoes%2f150667&partnerID=40&md5=3f0c6cbe998ad2bc4f51ddaa939c5043","Mountainous area account for 94% in Yunnan, China. Among them, cultivated land only 16.20%. In order to classify and protect cultivated land contiguous, take Huaping, a typical mountainous area as an example, and integrates the entropy weight method, TOPSIS (Technique for Order Preference by Similarity to Ideal Solution) and spatial autocorrelation method to construct a zoning method based on CLQE (Cultivated Land Quality Evaluation). The results showed that the CLQE was divided into five grades. Class 1 and Class 2 was higher, respectively accounting for 24.98% and 29.98% of the total cultivated land area, Class 3 and Class 4 was accounting for 23.17% and 13.76%, Class 5 was the worst, accounting for 8.11%. In terms of layout, it can be divided into 4 areas, key protected areas are distributed in Class 1 and 2, accounting for 52.52% of the total, suitable adjustment areas are distributed in Class 1, 2 and 3, accounting for 9.02%, key control areas are distributed in Class 3 and 4, accounting for 25.41%, reduce reserved areas are distributed in Class 4 and 5, accounting for 13.05%. The results are consistent with the actual situation, and provide a feasible method for cultivated land classification and zoning protection. © 2022, HARD Publishing Company. All rights reserved.","cultivated land quality; entropy method; local spatial autocorrelation; sustainability","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85141057994"
"Zeng X.; Chen M.; Zeng C.; Cheng S.; Wang Z.; Liu S.; Zou C.; Ye S.; Zhu Z.; Cao L.","Zeng, Xu (57711950100); Chen, Mingyang (57219508180); Zeng, Cong (44462431100); Cheng, Shuo (57575292600); Wang, Zihan (57199646642); Liu, Shurong (57204193475); Zou, Chengxuan (57576783400); Ye, Shufeng (23491178600); Zhu, Zhengguang (57202331792); Cao, Ling (57198528782)","57711950100; 57219508180; 44462431100; 57575292600; 57199646642; 57204193475; 57576783400; 23491178600; 57202331792; 57198528782","Assessing the management effectiveness of China's marine protected areas: Challenges and recommendations","2022","Ocean and Coastal Management","224","","106172","","","","9","10.1016/j.ocecoaman.2022.106172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128196139&doi=10.1016%2fj.ocecoaman.2022.106172&partnerID=40&md5=2ba5192b4f0d604ed273daa135616b83","Rapid population growth is putting enormous pressure on fragile marine ecosystems. Marine protected areas (MPAs) are a widely adopted management tool to address these challenges, but their conservation effectiveness is uncertain, especially in developing countries such as China. Management effectiveness evaluation (MEE) is an efficient method for assessing MPA outcomes and identifying key impact factors. However, only a limited number of MEEs have been conducted for China's MPAs in the past two decades, thus largely limiting their improvement of management. In this context, we conducted a comprehensive review of MPAs status and existing MEEs in China. We found that despite the significant increase in the number and coverage of China's MPAs, their conservation effectiveness might be impacted by the lack of systematic planning, adequate funding, appropriate zoning, long-term monitoring, and sound laws. Major challenges to the evaluation of MPA management effectiveness in China include the lack of a standardized framework, limited survey data, financial support, and public engagement. To address these challenges, we developed a comprehensive framework based on the common objectives of China's MPAs and existing MEE frameworks. We also recommend based on the developed framework: 1) establishing long-term monitoring pilots in national MPAs; 2) providing sustained funding support for MEE, monitoring and capacity building from government, social capital, and ecotourism; and 3) promoting public participation in MPA management and evaluation through advocacy, incentive mechanisms, and establishment of committees. Adopting our recommendations can strengthen adaptive management and provide new insights into evidence-based decision-making for MPAs in China. © 2022 Elsevier Ltd","Adaptive strategies; Challenges; China; Evaluation framework; Management effectiveness; Marine protected areas","China; Conservation; Decision making; Developing countries; Ecosystems; Environmental protection; Population statistics; Adaptive strategy; Challenge; China; Conservation effectiveness; Effectiveness evaluation; Evaluation framework; Long term monitoring; Management effectiveness; Marine protected area; Protected area management; adaptive management; conservation management; conservation planning; decision making; developing world; local participation; management practice; marine ecosystem; marine park; participatory approach; population growth; strategic approach; Finance","Review","Final","","Scopus","2-s2.0-85128196139"
"Gray C.A.; Chapman M.G.; Underwood A.J.; Rotherham D.","Gray, Charles A. (7402204251); Chapman, M.G. (7401435693); Underwood, A.J. (57210130127); Rotherham, Douglas (9333453700)","7402204251; 7401435693; 57210130127; 9333453700","Spatial management of estuarine fisheries resources: Do recreational-only fished estuaries provide conservation to harvested species?","2022","Reviews in Fish Biology and Fisheries","32","4","","1123","1140","17","0","10.1007/s11160-022-09723-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135838814&doi=10.1007%2fs11160-022-09723-w&partnerID=40&md5=21b8e29cb70f7a68cb93e9393a4b394f","Management of fisheries by preventing commercial, whilst allowing recreational-only fishing in some areas, is intended to increase stocks so that sustainable recreational fishing is conserved or enhanced. This study examined whether the relative abundances and length and age characteristics of five harvested species of fish differed between recreational-only fished (ROF) estuaries, and those open to both recreational and commercial fishing (non-ROF) in southeastern Australia. Specific predictions based on absolute and ranked values of a range of parameters were made so that conclusions could be reached about the effects of management. Fish were sampled using multimesh gillnets in a standard and stratified manner across two ROF and two non-ROF estuaries over three years, six to eight years post ROF implementation. Abundances of each species fluctuated among individual estuaries and sampling times with no indication of greater abundances in ROF estuaries. For four species (Sillago ciliata, Mugil cephalus, Acanthopagrus spp. and Girella tricuspidata), the mean lengths and the proportions of individuals of legal length, were mostly greater in the ROF compared to the non-ROF estuaries. However, for Platycephalus fuscus there were no discernible patterns. Three species (P. fuscus, S. ciliata and Acanthopagrus spp.) had a significantly greater proportion of older fish in the ROF estuaries, but for M. cephalus and G. tricuspidata this was only evident in one ROF estuary. It is hypothesised that the cessation of commercial fishing and subsequent reduction in fishing pressure in the ROF estuaries allowed a greater proportion of individuals of each species to survive to become larger and older. This study provides correlative evidence that ROF estuaries can protect some harvested species at the local scale of estuary. Examination of lengths and ages of fish, rather than simply their abundances, was necessary to identify the effects of removing commercial fishing. Further research is required to determine the potential broader-scale and long-term sustainability benefits on species as well as any spill-over effects on other organisms and estuarine ecosystems. © 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Estuary zoning; Fisheries sustainability; Fishery-independent survey; Management evaluation; Partially protected area; Recreational fishing","Australia; angling; estuarine environment; fishery management; protected area; relative abundance; spatial analysis; species conservation; sustainability","Article","Final","","Scopus","2-s2.0-85135838814"
"Wang Z.; Shi P.; Zhang X.; Tong H.; Zhang W.; Liu Y.","Wang, Ziyang (57224226424); Shi, Peiji (35171427200); Zhang, Xuebin (54404300200); Tong, Huali (56215182700); Zhang, Weiping (57221430901); Liu, Yue (57224226500)","57224226424; 35171427200; 54404300200; 56215182700; 57221430901; 57224226500","Research on landscape pattern construction and ecological restoration of jiuquan city based on ecological security evaluation","2021","Sustainability (Switzerland)","13","10","5732","","","","28","10.3390/su13105732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107272198&doi=10.3390%2fsu13105732&partnerID=40&md5=caffde6e012e5227c575a558d0715fda","Jiuquan City is a typical ecologically fragile area in the arid areas of Northwest China, and unreasonable human activities directly affect the regional ecological security. Scientifically, it is necessary to construct an ecological landscape pattern on the basis of ecological security evaluation. This paper selected evaluation factors based on the perspective of “environmental base and human interference”, used spatial principal component analysis (SPCA) to comprehensively evaluate the regional landscape ecological security, and used the minimum cumulative resistance (MCR) model to construct the regional ecological security pattern. The results show that the overall ecological security level of the study area is low, and the area with a moderate safety level and below is 122,100 km2, accounting for 72.57% of the total area of the study area. The total area of the identified ecological source area is 6683 km2, the spatial distribution is extremely uneven, and it is extremely concentrated in the southern region; 32 ecological corridors with a total length of 3817.8 km are identified, of which corridor NO. 1–4 run through the Qilian Mountains, 11 oasis areas, and 14 nature reserves. The length of ecological corridors is 1376.1 km, accounting for 36.04% of the total. Forty-two ecological nodes are identified, and the central corridor area is more distributed; four ecological restoration zones are divided, including an ecological conservation zone, ecological improvement zone, ecological control zone, and ecological restoration zone, with areas of 34,380.3 km2, 61,884.4 km2, 21,134.4 km2, and 50,648.3 km2, respectively. Through the delineation of the urban ecological network pattern composed of source areas, corridors, and nodes, as well as the delineation of ecological restoration zones, the ecological security level of the study area will be effectively improved. Furthermore, a new method of ecological restoration zoning will be used, hoping to provide a useful reference for improving the quality of the ecological environment in arid areas and optimizing the spatial pattern of the land. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Ecological restoration; Ecological security assessment; Jiuquan City; Landscape pattern; MCR; SPCA","China; Gansu; Jiuquan; Qilian Mountains; environmental restoration; habitat corridor; human activity; landscape structure; principal component analysis; protected area; research work; restoration ecology; spatial distribution","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85107272198"
"Semel B.P.; Karpanty S.M.; Semel M.A.; Stauffer D.F.; Quéméré E.; Walters J.R.; Andrianiaina A.F.; Rakotonanahary A.N.; Ranaivoson T.; Rasolonirina D.V.; Vololonirina F.F.","Semel, Brandon P. (57191140148); Karpanty, Sarah M. (7801632400); Semel, Meredith A. (57209450908); Stauffer, Dean F. (7103225740); Quéméré, Erwan (24721961600); Walters, Jeffrey R. (7201758471); Andrianiaina, Angelo F. (57197799918); Rakotonanahary, Ando N. (57000406600); Ranaivoson, Tamby (57221479342); Rasolonirina, Dimbisoa V. (57847108900); Vololonirina, Faramalala F. (57208865462)","57191140148; 7801632400; 57209450908; 7103225740; 24721961600; 7201758471; 57197799918; 57000406600; 57221479342; 57847108900; 57208865462","Highly Variable Densities and a Decline in Critically Endangered Golden-Crowned Sifaka (Propithecus tattersalli) Abundance from 2008–2018","2023","International Journal of Primatology","44","1","","94","115","21","0","10.1007/s10764-022-00314-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135973786&doi=10.1007%2fs10764-022-00314-x&partnerID=40&md5=ba79f2c05812ebe0a70f6b2ad0d6ba47","Animal abundance is determined by a number of factors, including vegetation structure, food availability and quality, human activities, predation risk, and disease. Vegetation structure, food availability, and human activity often are used to guide conservation efforts, such as protected area zoning and reforestation, especially for primates. We sought to determine whether Critically Endangered golden-crowned sifaka (Propithecus tattersalli) densities could be predicted across a heterogeneous landscape as a function of vegetation structure, food availability, and human activity. We conducted walking transect surveys across the sifakas’ entire global range in Loky-Manambato Protected Area of Madagascar from 2016–2018, expanding upon a study conducted in 2006/2008. Potential predictors of sifaka density included metrics of vegetation structure (e.g., tree density, forest type), food availability (e.g., food tree basal area, normalized difference vegetation index (NDVI)), and human activity (e.g., tree cutting, livestock grazing). Low-intensity tree cutting and wet season NDVI were the best, positive predictors of sifaka densities. Sifaka densities within study units across their restricted range (880 km2) were highly variable (range: 6.8–78.1 sifakas/km2), emphasizing the importance of large-scale study designs across all suitable land cover types for assessing a species’ abundance, regardless of its area of occupancy. We estimated that 10,222–12,631 sifakas remain. Based on previous surveys, this indicates that populations either remained stable over the past 20 years or have declined by 30–43% in the past 10 years; we argue that a decline is most likely based on our updating of forest cover estimates for both of the prior studies. We also found that wet season NDVI is a positive predictor of sifaka densities, which will aid managers in prioritizing conservation actions in this region using widely available remotely sensed data. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Abundance; Golden-crowned sifaka; Lemur; Madagascar; NDVI; Primate","Madagascar; abundance; endangered species; food availability; forest cover; land cover; livestock; NDVI; primate; protected area; vegetation index; vegetation structure; walking; wet season; zoning","Article","Final","","Scopus","2-s2.0-85135973786"
"Baklanov P.Y.; Moshkov A.V.; Badenkov Y.P.; Bocharnikov V.N.; Egidarev E.G.","Baklanov, P. Ya. (6603463588); Moshkov, A.V. (56581776500); Badenkov, Yu. P. (56409855700); Bocharnikov, V.N. (24330576700); Egidarev, E.G. (57016866100)","6603463588; 56581776500; 56409855700; 24330576700; 57016866100","Territories of Green Development","2022","Geography and Natural Resources","43","3","","201","211","10","0","10.1134/S1875372822030015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143526745&doi=10.1134%2fS1875372822030015&partnerID=40&md5=288b64705512c6d40c82dc745aad1a3b","Abstract: We examine the basic prerequisites for the formation of green development and green economy embedded in the documents of the Club of Rome in the 1970s, as well as in a number of publications of Russian and foreign authors. The various aspects of the green economy and green development identified by them, including geographical, economic, social, and environmental ones, as well as their interconnections, are given. Green development is the economic development or development of a certain territory in which technogenic and anthropogenic impacts on the environment are minimized and the biodiversity of its landscapes and, in general, its green vegetation is preserved. It is suggested that green development should be treated as the first stages in achieving sustainable development. In order to implement certain incentives and governance, it is proposed to identify territories for green development. It is thought that one of their most important components is the existence of specially protected natural areas and their combinations, such as nature reserves, wildlife sanctuaries, national parks, protected areas, and significant areas of wildlife. A green economy should become predominant, ensuring a rise in production with a reduction in energy consumption and an improvement of the standard of living with reductions in resources used and technogenic pressure on ecosystems and biodiversity. Taking into consideration these criteria, as well as approaches to the natural and economic zoning on the territory of Primorskii krai, five territories (zones) were identified that hold promise for green development. The characteristic of the natural resource potential of the selected territories and of their existing specialization is provided, and the priority types of economic activities that are compatible with green development are determined. The establishment of a special status (“territory of green development”) is suggested. © 2022, Pleiades Publishing, Ltd.","green economy; natural and economic areas; Primorskii krai; specially protected natural areas; sustainable development; wildlife","Italy; Lazio; Roma [Lazio]; Rome; economic development; green economy; living standard; natural resource; protected area; spatiotemporal analysis; sustainable development; wild population","Article","Final","","Scopus","2-s2.0-85143526745"
"Kryukov V.A.; Golubeva E.I.","Kryukov, Vitaly A. (57221414785); Golubeva, Elena I. (16546135000)","57221414785; 16546135000","Elk Island (Losinyi Ostrov) national park: transformation of regulations in urban environment*; [Трансформация природоохранных ограничений национального парка «Лосиный остров»*]","2022","Vestnik of Saint Petersburg University. Earth Sciences","67","1","","181","198","17","0","10.21638/spbu07.2022.110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141869402&doi=10.21638%2fspbu07.2022.110&partnerID=40&md5=aa137bb85f75a612479d238ec9d29520","To take into account both ecosystem and socio-economic functions, it is necessary to carry out functional zoning of specially protected natural areas. The dynamics of zoning of the Losiny Ostrov National Park from 1988 to 2012 was assessed from the position of environmental regimes using open-access data. Using GIS technologies, the estimated dynamic schemes of environmental restrictions were obtained. The tendency to easing regulations clearly exists: the weighted average dynamic parameter of environmental value is –3.27 (possible values vary from –20 to 20). The 2012 version established stronger transformations of environmental restrictions than in 2010 (dynamic indicators are –0.62 and –2.65, respectively). The greatest negative changes for natural complexes are associated with the allocation of a historical and cultural zone, the transformation of third-party user sites into economic zones, the expansion of the recreational zone, and the disappearance of the educational and excursion zone. Differences between Moscow city and the adjacent Moscow region are negligible. However, there is considerable disparity between current zoning of urban and regional parts of the park (restriction indicators are 7.41 and 12.17, respectively). Urban space is more oriented towards recreation, indicating an incompatibility with the status of a national park. In contrast to the outer 1000-meter belt, the central part of the park has had greater deterioration of nature restrictions. The weighted average indicator of ecosystem compliance (environmental restrictions and vulnerability of natural complexes) is 3.3 (possible values range from –20 to 20), which points to a sufficient level of compliance with the functional zoning of landscape vulnerability. This accordance is more typical of inner part of the park inner and territories within the boundary of Moscow. © 2022 St. Petersburg University Press. All rights reserved.","geographic information systems; green infrastructure; Losinyi Ostrov; Moscow; protected areas; spatial planning; urban ecology; zoning","Losiny Ostrov National Park; Moscow [(ADS) Russian Federation]; Russian Federation; GIS; infrastructure; national park; protected area; spatial planning; urban ecosystem; zoning","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85141869402"
"Escandón-Panchana J.; Elao Vallejo R.; Escandón-Panchana P.; Velastegui-Montoya A.; Herrera-Franco G.","Escandón-Panchana, Jenny (57874238600); Elao Vallejo, Rafael (57874421900); Escandón-Panchana, Paulo (57200918370); Velastegui-Montoya, Andrés (57208080722); Herrera-Franco, Gricelda (57212546828)","57874238600; 57874421900; 57200918370; 57208080722; 57212546828","Spatial Planning of the Coastal Marine Socioecological System—Case Study: Punta Carnero, Ecuador","2022","Resources","11","8","74","","","","2","10.3390/resources11080074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137201236&doi=10.3390%2fresources11080074&partnerID=40&md5=cddd11061d1bf992ea9b209af04964e8","Marine-coastal ecosystems are productive and valuable habitats worldwide due to their significant contributions to human wellbeing. However, human activities, limited territorial planning, and unsustainable demand and consumption of natural goods and services put pressure on marine-coastal ecosystems. In this sense, marine-coastal planning is a management tool to contrast these forces because it manages different human activities on the coast and in the oceans over space and time, strengthening political, social, and tourist development and the economy of the territory. Our objective is to propose marine-coastal spatial planning strategies through an ecosystem-based approach for allocating a mangrove and estuarine zone conservation area. The study methodology is: (i) Compilation of information from the study area with an emphasis on regulations and protected areas. (ii) Analysis of human relations with marine-coastal ecosystems. (iii) Mapping and zoning of the conservation area. (iv) Analysis of the strengths, weaknesses, opportunities, threats and threats, weaknesses, opportunities, strengths (SWOT–TWOS) matrix to recommend strategies and guarantee the viability of marine-coastal protection. The results show zoning maps of the sector proposed as a conservation area comprising mangroves and an estuarine zone. It also approaches governance strategies or conservation management measures and protection of the marine-coastal space. Finally, as a recommendation, we propose improvements to the current municipal ordinances, guaranteeing the management and protection of the study area, and furthering achievements in the comprehensive development of land-use planning. © 2022 by the authors.","conservation; estuarine zone; mangrove; marine-coastal; protection; sustainability","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85137201236"
"Chen X.; Yu L.; Cao Y.; Xu Y.; Zhao Z.; Zhuang Y.; Liu X.; Du Z.; Liu T.; Yang B.; He L.; Wu H.; Yang R.; Gong P.","Chen, Xin (57200816094); Yu, Le (55277716700); Cao, Yue (57933269100); Xu, Yidi (57033113600); Zhao, Zhicong (57191846504); Zhuang, Youbo (57876428600); Liu, Xuehua (57190816696); Du, Zhenrong (57188842171); Liu, Tao (57218926338); Yang, Bo (55914769600); He, Lu (57218900960); Wu, Hui (57483958000); Yang, Rui (57001817600); Gong, Peng (57211236643)","57200816094; 55277716700; 57933269100; 57033113600; 57191846504; 57876428600; 57190816696; 57188842171; 57218926338; 55914769600; 57218900960; 57483958000; 57001817600; 57211236643","Habitat quality dynamics in China's first group of national parks in recent four decades: Evidence from land use and land cover changes","2023","Journal of Environmental Management","325","","116505","","","","3","10.1016/j.jenvman.2022.116505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140139518&doi=10.1016%2fj.jenvman.2022.116505&partnerID=40&md5=3de0f864d76dbc7770b2b7213df07e30","As the most biodiversity-rich part of the protected areas system, habitats within the pilot national parks have long been threatened by drastic human-induced land use and land cover changes. The growing concern about habitat loss has spurred China's national park project to shift from pilot to construction phase with the official establishment of China's first group of national parks (CFGNPs) in October 2021. But far too little attention has been paid to the synergistic work concerning the habitat quality (HQ) dynamics of all five national parks. Here, the InVEST model, combined with a satellite-derived land use and land cover product and a hot spot analysis (HSA) method, was used to investigate the HQ dynamics at the park- and pixel-scale within the CFGNPs. Our results demonstrate that the past ecological conservation practices within national parks have been unpromising, especially in Giant Panda National Park, Northeast China Tiger and Leopard National Park (NCTL), and Wuyi Mountain National Park (WYM), where HQ as a whole showed a significant decline. Furthermore, more than half of Hainan Tropical Rainforest National Park (87.2%), WYM (77.4%), and NCTL (52.9%) showed significant HQ degradation from 1980 to 2019. Besides, increasing trends in the area shares of HQ degraded pixels were observed in all five national parks from 1980–1999 to 2000–2019. The HSA implied that the hot spots of high HQ degradation rates tend to occur in areas closer to urban settlements or on the edge of national parks, where human activities are intensive. Despite these disappointing findings, we highlighted from the observed local successes and the HQ plateau that the construction of CFGNPs is expected to reverse the deteriorating HQ trends. Thus, we concluded our paper by proposing an HSA-based regulatory zoning scheme that includes five subzones to guide the future construction of China's national park system. © 2022 Elsevier Ltd","Habitat quality; Hot spot analysis; InVEST; Land use and land cover; National parks; Protected areas","Biodiversity; China; Conservation of Natural Resources; Ecosystem; Humans; Parks, Recreational; China; Hainan; conservation status; habitat loss; habitat quality; land cover; land use; national park; spatiotemporal analysis; article; China; giant panda; habitat quality; human; land use; leopard; mountain; national park; nonhuman; tiger; tropical rain forest; biodiversity; China; ecosystem; environmental protection; procedures; recreational park","Article","Final","","Scopus","2-s2.0-85140139518"
"Jahani A.; Saffariha M.","Jahani, Ali (57194568350); Saffariha, Maryam (57215022611)","57194568350; 57215022611","Ecological and social management of lar national park: Methods, program and practical measures in protected areas","2021","Protected Areas: Management, Benefits and Social Impacts","","","","111","165","54","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108674746&partnerID=40&md5=790cbf24317fefaba7e9f58116f3b6b5","Many protected areas have different biological, ecological and environmental resources and at the same time the use of these resources is different. In order to create protected areas, the issue of area management is discussed and zoning in the management of parks and protected areas is a solution to reduce conflicts in protected area management and it provides the opportunity to take the necessary measures. Lar National Park with an area of 28037 ha is located in 70 km of northeast of Tehran. This area with the aim of protecting 28 species of mammals, 105 species of birds, 23 species of reptiles and several species of fish has been managed; while this region receives a population of nomads every year, who use the pastures of the regions for grazing in a period of one hundred days. To prepare a conservation management plan, the ecological resources of the region were mapped and overlaid to achieve management units. These units were investigated for restricted nature, protected, restoration, recreational and special zones in the area. After determination of social economic conditions of native people, a management plan was defined for the region. The planning defined public participation, staff training, ecological and socio economic impacts assessment and monitoring program in Lar National Park. Findings revealed that Lar National Park has an important role in preserving the nature and species of the region based on the evaluation. Therefore, for the protection and promotion of habitats and species, it has required conscious and active intervention and a coherent management plan for the region should be considered. Conservation of hotspot biodiversity areas ensures that other human activities do not harm these areas, and the reliability and viability of areas with higher conservation values over an indefinite period of time is ensured. The study proved that the zoning process is a decision-making issue that inherently requires the evaluation of different land features based on multiple objectives. © 2021 Nova Science Publishers, Inc.","Decision-making; National park; Protected area; Zonning","","Book chapter","Final","","Scopus","2-s2.0-85108674746"
