"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Adimu H.E.; Boer M.; Yulianda F.; Damar A.","Adimu, Hasan Eldin (57198896309); Boer, Mennofatria (56646040700); Yulianda, Fredinan (56103753300); Damar, Ario (26027787100)","57198896309; 56646040700; 56103753300; 26027787100","The role of stakeholders in marine conservation areas in Wakatobi National Park, Indonesia","2017","AACL Bioflux","10","6","","1483","1491","8","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037343125&partnerID=40&md5=cce2b29e31ad17f5b18a3ea04983179c","Wakatobi National Park (WNP) is a marine conservation area, the management of the area being based on zonation system, consisting of core zone, marine protection zone, tourism zone, local utilization zone, general utilization zone and special zone/land. Stakeholders are those that influence or are influenced by decisions or actions. This study aims to determine the role of stakeholders in the management of marine conservation in WNP. This research was conducted in WNP Wakatobi Regency, Southeast Sulawesi Province, Indonesia, between October to December 2016. Data collection method used in this research is semi-structured interviews from informants, direct observation in the field and literature study. The analysis was conducted descriptively through three stages including stakeholder identification, role-based classification of stakeholders, and understanding of stakeholder relationships. The results of identifying stakeholders involved in the management of the conservation area of WNP are 16 stakeholders. The stakeholders are divided into several groups: the government consists of central government and local government, private groups, local communities, and academics. Stakeholder roles and interests are divided into 4 (four quadrants), as subjects, key players, crowd, and context setters. The role of stakeholders within the WNP area can provide important information in the management of conservation areas. © 2017, BIOFLUX SRL. All rights reserved.","Conservation area; Influence; Interests; Stakeholders","","Article","Final","","Scopus","2-s2.0-85037343125"
"Sales K.; Kerr L.; Gardner J.","Sales, Kris (57193708593); Kerr, Laurie (57202120338); Gardner, Jessie (57193714882)","57193708593; 57202120338; 57193714882","Factors influencing epiphytic moss and lichen distribution within killarney national park","2016","Bioscience Horizons","9","","hzw008","","","","16","10.1093/biohorizons/hzw008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015994572&doi=10.1093%2fbiohorizons%2fhzw008&partnerID=40&md5=be4e1bee854161bef22c300dd3fac2ee","The niches of epiphytes are widely studied and have been shown to be complex involving interspecific competition, succession and predation. This study is unique in that it applies the niche concept to moss and lichen distributions within Killarney National Park, Kerry, Ireland. We studied 75 trees between three pristine ancient woodlands and measured a range of physical and biological factors to ascertain influences on epiphyte cover. The species of tree was found as the principal determinant in community structure as it bioengineers conditions such as light, temperature and humidity that the epiphytes are reliant upon. Furthermore, the bark character and trunk circumference were important. Zonation of the epiphytes was apparent with both aspect and height on the trunk. Typically, moss dominated over lichen within a niche that was relatively sheltered. Lichen tolerated drier and lighter niches often being further up the trunk on sun facing aspects. Ultimately, there was succession up the tree mediated through competition. This study highlights the complexity and interrelatedness between biotic and abiotic factors in a relatively unstudied geographical and biological area. Understanding agents behind a population's distribution enables manipulation for conservation or sustainable exploitation. © The Author 2016.","Competition; Epiphyte; Killarney national park; Niche; Resource availability; Succession","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85015994572"
"Isotti R.; Monacelli M.","Isotti, Roberto (6507737711); Monacelli, Mario (57219467321)","6507737711; 57219467321","Bird communities analysis and marxan software for the management of a mediterranean protected area","2019","Avocetta","43","2","","115","125","10","0","10.30456/AVO.2019202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092904782&doi=10.30456%2fAVO.2019202&partnerID=40&md5=93d52b20bdfe510b3259bebffa5276db","The bird community analysis, carried out by transect and point count methods, are quantitative analysis. Our aim in this paper is to analyse the results, based on each of these tools, using Marxan, a mapping software to obtain a zonation of a protect area in Mediterranean central Italy . The management algorithms of protected areas are widely used to identify potential networks of natural reserves that meet pre-established ecological limits, such as the presence of a specific percentage of habitats or a specific number of populations, at the same time minimizing costs. The Marxan software was made for different habitat where fragmentation of natural patches are significantly lower than in the study area, but it show interesting and useful result also in this situation. Marxan is particularly useful to solve the problem of the minimum set, in which the aim is to identify, at the lowest possible cost, the areas in which the biodiversity preconditions identified are present. In this work the Circeo National Park (Central Italy) was analysed, as an example of the Mediterranean area. We elaborated, through Marxan a series of maps of the priority areas for conservation that can be used as a starting point working with all the stakeholders involved in the management of the area itself. The main information suggests is to take particular attention to seasonal variations in the composition of the bird communities and, consequently, to the weight that the Park assumes at national and international level in the context of migratory movements and biodiversity conservation. In addition, special attention must be paid to the growing of intensive, rapidly expanding agricultural activities that are not enough controlled and are potentially highly damaging for the Park's biodiversity, both in terms of vegetation and fauna. © 2019 Centro Italiano Studi Ornitologici. All rights reserved.","Bird communities; Natural area management; Zonation","","Article","Final","","Scopus","2-s2.0-85092904782"
"Manggala R.; Rosleine D.; Lastini T.; Wahyu J.C.; Astari W.","Manggala, R. (57208471316); Rosleine, D. (57205222897); Lastini, T. (57202545908); Wahyu, J.C. (57218365212); Astari, W. (57218363644)","57208471316; 57205222897; 57202545908; 57218365212; 57218363644","Soil fertility status at Kuningan Botanical Garden, Kuningan Regency, West Java, Indonesia","2020","IOP Conference Series: Earth and Environmental Science","528","1","012003","","","","0","10.1088/1755-1315/528/1/012003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088912790&doi=10.1088%2f1755-1315%2f528%2f1%2f012003&partnerID=40&md5=4d796dd2af19c974728d886cc8313dd2","Kuningan Botanical Garden (KBG) is an ex-situ conservation area adjacent to the Mount Ciremai National Park. Soil characteristics are an essential information, especially to determine zonation at KBG. This research was conducted to describe soil fertility status at KBG through physical and chemical properties of soil (Cation Exchange Capacity/CEC, Base Saturation/BS, Soil Organic Carbon/C-Organic, Total Soil Phosphorus (total-P), and Total Soil Potassium (total-K)). Soil from eight locations were sampled by using a diagonal systematic and a purposive sampling method. Soil samples (9 sub sample points at each location) were mixed, then analyzed at Integrated Testing Laboratory in Vegetable Research Center (BALITSA) Lembang, Indonesia. Land in this research area is dominated by volcanic rocks with various levels of slope and soil fertility. Soil type divided into Andosol and Podzolic soils with soil textures dominated by clay and clay loam. CEC value at KBG is categorized as low to moderate (10.83 - 19.21 cmol/kg); BS value is categorized as low to very high (21 - 81 %); C-Organic is categorized as low to very high (1.33 - 7.05 %); total-P is categorized as high to very high (46.54 - 73.6 mg/100g); and total-K is categorized as low to high (7.25 - 44.67 mg/100g). The result also showed that Total Soil Nitrogen (total-N) at KBG is categorized as low to very high (0.15 - 0.78 %) and soil pH levels around 5.2 to 6.3. Therefore, the soil fertility status at the Kuningan Botanical Garden can be categorized into low and medium soil fertility. © Published under licence by IOP Publishing Ltd.","","Conservation; Ecosystems; Forestry; Laboratories; Organic carbon; Planning; Soil surveys; Soil testing; Sustainable development; Textures; Volcanic rocks; Botanical gardens; Cation exchange capacities; Conservation areas; Physical and chemical properties; Soil characteristics; Soil organic carbon; Soil phosphorus; Testing laboratories; Soils","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088912790"
"Price M.F.","Price, Martin F. (7401948418)","7401948418","The re-territorialisation of Biosphere Reserves: The case of Wester Ross, Northwest Scotland","2017","Environmental Science and Policy","72","","","30","40","10","9","10.1016/j.envsci.2017.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014456004&doi=10.1016%2fj.envsci.2017.02.002&partnerID=40&md5=0caea0497adaf8a5c49d13ddd50d3b36","Biosphere reserves, designated under UNESCO's Man and the Biosphere (MAB) Programme, are now regarded as key mechanisms to achieve global imperatives such as the Sustainable Development Goals. The concept of biosphere reserves has evolved significantly from the 1970s to include a larger number of functions and zones, as well as the inclusion of stakeholders in governance, as codified in the 1996 Statutory Framework for the World Network of Biosphere Reserves. Its implementation has led to the re-territorialisation of 66 biosphere reserves, as they have been extended beyond the protected areas that form their ‘core areas’. One example is Wester Ross in northwest Scotland. This region has been nationally recognised for its high biodiversity and landscape values since the late 1940s, and a small biosphere reserve was established in 1976. In the current decade, as required by the MAB Programme, this biosphere reserve was extended to over 100 times its original area through a participatory process which is described in detail. Following re-territorialisation, this biosphere reserve, like others, both represents opportunities and faces challenges. These are discussed with regard to four requirements: effective communication, stakeholder engagement, participatory governance, and funding. © 2017 Elsevier Ltd","Biosphere reserve; Man and the biosphere programme; Participation; Periodic review; Scotland; Westerross","Article; biodiversity; biosphere; biosphere reserve; climate change; conservation biology; environmental planning; environmental protection; funding; government; landscape; national park; priority journal; Scotland; sustainable development; zonation","Article","Final","","Scopus","2-s2.0-85014456004"
"Wang B.; Ye W.; Xu Y.; Zhong X.; Zhang J.; Yang N.; Yang B.; Zhou C.","Wang, Bin (55729701500); Ye, Weijia (58035475300); Xu, Yu (24485052200); Zhong, Xue (55553307700); Zhang, Jindong (12041725600); Yang, Nan (57733171100); Yang, Biao (55596895500); Zhou, Caiquan (8282110900)","55729701500; 58035475300; 24485052200; 55553307700; 12041725600; 57733171100; 55596895500; 8282110900","Climate change affects Galliformes taxonomic, phylogenetic and functional diversity indexes, shifting conservation priority areas in China","2023","Diversity and Distributions","29","3","","409","422","13","1","10.1111/ddi.13667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145073751&doi=10.1111%2fddi.13667&partnerID=40&md5=53d596628573bffe568145d1fcae9ce3","Aim: Comprehensive biodiversity protection necessitates the consideration of multiple indexes of diversity, and how the distribution patterns of priority areas may shift under climate change. Galliformes is a globally endangered avian order vulnerable to climate change that provide an important indicator for wildlife conservation effectiveness. Here, we identified priority areas for conserving Galliformes taxonomic, phylogenetic, and functional diversity in China and their spatial dynamics subject to climate change, and examined how well existing protected areas align with current and future priority areas. Location: China. Methods: We applied species distribution modelling and Zonation algorithms to identify conservation priority area dynamics for 47 galliform species across three biodiversity indexes subject to three future climate change scenarios to 2050s and 2070s. We overlaid these identified priority areas onto existing national nature reserves and national parks to assess and project their effectiveness. Results: Current priority areas proved spatially incongruent between indexes, with an optimal area overlap comprising just 10.3% of China's land area, lying largely outside of existing protected areas. Furthermore, over 80% of modelled optimal priority areas currently lacked formal conservation status. Future priority areas will shift substantially under climate change, to an extent dependent on greenhouse gas emission scenarios. Nevertheless, we identified five large regions where optimal Galliformes diversity indexes should remain stable under all scenarios, thus providing potential climatic refugia, if protected from human encroachment. Main Conclusions: The current deficits we identified for Galliformes protection in China resonate with a broader need for hierarchical conservation strategic planning across regions and ecosystems to ensure long-term biodiversity protection, accommodating for climate change. © 2022 The Authors. Diversity and Distributions published by John Wiley & Sons Ltd.","climate change; climatic refugia; conservation prioritization; functional diversity; Galliformes; phylogenetic diversity; taxonomic diversity","China; algorithm; biodiversity; bird; climate change; climate effect; conservation planning; endangered species; functional group; greenhouse gas; human activity; phylogenetics; prioritization; protected area; taxonomy","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145073751"
"Owen C.A.; van Noort S.; Compton S.G.; Coetzee J.A.","Owen, Candice A. (56381003800); van Noort, Simon (6603515158); Compton, Stephen G. (16462593500); Coetzee, Julie A. (35570881900)","56381003800; 6603515158; 16462593500; 35570881900","Nest site choice by the intertidal spider Desis formidabilis (Araneae: Desidae) and nest utilisation by its hymenopteran egg parasitoid","2019","Ecological Entomology","44","1","","62","70","8","2","10.1111/een.12675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053295229&doi=10.1111%2feen.12675&partnerID=40&md5=750fa201b306c9c33c9fbcebc2ff5640","1. Echthrodesis lamorali Masner, 1968 is the only known parasitoid of the eggs of the intertidal rocky shore spider Desis formidabilis O.P. Cambridge 1890 and is endemic to a small area of South Africa. 2. The abundance of spider nests and parasitoid presence were assessed in relation to their in- and between-shore location at multiple sites within the distribution of E. lamorali along the Cape Peninsula (Western Cape, South Africa). 3. Desis formidabilis nests were more abundant in the mid-shore zone than higher up or lower down the shore. Spider population sizes also differed between collection sites, with higher numbers recorded on the cooler western coast of the peninsula. 4. Evidence of parasitoid activity was recorded in 43.31% of the 127 nests and 13.85% of the 592 egg sacs they contained. 5. Where parasitoids gained entry to a spider egg sac, oviposition took place into all of the eggs present. 6. Incidence of wasp activity was positively correlated with spider nest concentration, not with height up the shore, suggesting that both the host and parasitoid are tolerant of salt-water inundation. 7. These results should assist managers of the Table Mountain National Park, in which the full distribution of E. lamorali falls, to better understand this component of rocky shore community dynamics. © 2018 The Royal Entomological Society","Density dependence; Echthrodesis lamorali; platygastridae; rocky shore; scelioninae; zonation","Cape Peninsula; South Africa; Table Mountain National Park; Western Cape; Araneae; Desidae; Platygastridae; Scelioninae; abundance estimation; community dynamics; density dependence; discrete choice analysis; ecozone; egg parasitoid; endemic species; intertidal environment; nest site; oviposition; population size; rocky shore; spatial distribution; spider; wasp","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85053295229"
"Yeum J.-H.; Han B.-H.; Choi J.-W.","Yeum, Jung-Hun (57202109859); Han, Bong-Ho (55257168300); Choi, Jin-Woo (57202117115)","57202109859; 55257168300; 57202117115","A framework for conservation area designation utilizing an ecotope concept and its application to a mountainous national park in Korea","2018","Landscape and Ecological Engineering","14","2","","245","256","11","1","10.1007/s11355-018-0347-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047196998&doi=10.1007%2fs11355-018-0347-0&partnerID=40&md5=33e799214a96c31dacad605fe322516c","This study focused on establishing a framework for the designation of a conservation area reflecting an ecotope concept, and its application to Korea’s Seoraksan National Park. Taking into consideration the mountainous topography of the study area, the watershed was chosen as the planning unit, and ecotope mapping was carried out to identify topographic and biological features. For the evaluation of the state of recent use, the trail index and the distribution status of tour and management facilities were used. These features were processed using Marxan with Zones. As a result, the optimal solution of scenario 1 was selected as the final one following detailed verification of the area ratio and grouping of the Park Nature Conservation Area (zone A, 76.7%) and the Park Nature Environment Area (I) (zone B, 14.3%), the inclusion ratio of biotope grade I (95.2%) and the satisfied shortfall value of the conservation indicators. In the overlap analysis between the optimal solution and recent zonation, most of the features included in the suggested scenario were found to be correctly distributed according to the intensity of conservation. Furthermore, the northern parts of the watershed which include sub-alpine vegetation with the Baekdudaegan ridge as its ecological axis was newly separated into the Park Conservation Area. This verification confirmed the improvement of recent zonation through the concrete criteria of ecotope mapping. © 2018, International Consortium of Landscape and Ecological Engineering and Springer Japan KK, part of Springer Nature.","Mapping; Marxan with Zones; Protected area; Watershed; Zonation","","Article","Final","","Scopus","2-s2.0-85047196998"
"Hollyday A.E.; Leiter S.H.; Walowski K.J.","Hollyday, A.E. (57218674793); Leiter, S.H. (57218672021); Walowski, K.J. (56609202300)","57218674793; 57218672021; 56609202300","Pre-eruptive storage, evolution, and ascent timescales of a high-Mg basaltic andesite in the southern Cascade Arc","2020","Contributions to Mineralogy and Petrology","175","9","88","","","","1","10.1007/s00410-020-01730-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089959460&doi=10.1007%2fs00410-020-01730-z&partnerID=40&md5=1c042340d117c4c7c067c19f2bd25aa4","Crustal storage and transit play a critical role in the compositional evolution of arc magmas; however, the enigmatic nature of lower crustal magma storage and early differentiation limit our understanding of the connections between the physical processes of subduction zones and the architecture of the arc crust. We present new geochemical data and applications of existing barometric and chronometric tools to interrogate the mantle source compositions, crustal storage depths, and ascent timescales of a primitive, high-Mg, clinopyroxene-bearing cinder cone, the basaltic andesite of Box Canyon, located in the vicinity of Lassen Volcanic National Park, CA, in the southern Cascades. Petrographic examination in addition to bulk and in situ geochemical analyses (XRF, LA-ICP-MS, and EPMA) of tephra and lava-derived samples reveals co-crystallization of clinopyroxene and olivine as phenocrysts and glomerocrysts with ~ Mg# 80 and > Fo85, respectively. Phase equilibria experiments of analogous Cascade Arc magma compositions estimate crustal storage of the observed phase assemblage at pressures in the lower crust > 700 MPa. Reverse zonation in olivine and clinopyroxene phenocryst interiors from core-rim analytical profiles record a lower crustal mafic mixing event. Results from one-dimensional, multi-elemental olivine and clinopyroxene diffusion models fit to these interior mixing zones provide an assessment of available trace element (Ti, La, Yb, Ce, and Nd) diffusion chronometers in clinopyroxene by considering multiple element profiles within two phases that experienced the same pre-eruptive conditions. While multi-elemental and multi-phase diffusion timescales span two to three orders of magnitude, Ni in olivine profiles provide the most-robust estimate of 19.1 ± 8.6 years from mixing-to-eruption. Our results provide new constraints on arc crustal differentiation processes, indicate rapid crustal transit timescales in agreement with a growing database of diffusion-based ascent timescales of basaltic magmas, and demonstrate significant, systematic deviation of diffusion timescales calculated from natural zonation of rare earth elements in clinopyroxene and Ti in clinopyroxene and olivine. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","Cinder cones; Clinopyroxene; High-mg basaltic andesites; Lassen; Magma storage","Cascade Range; United States; andesite; basalt; clinopyroxene; crustal structure; lava flow; magma; petrogenesis; petrology; tephra","Article","Final","","Scopus","2-s2.0-85089959460"
"Ruda A.; Kolejka J.; Silwal T.","Ruda, Aleš (36197332700); Kolejka, Jaromír (57200839388); Silwal, Thakur (57189248917)","36197332700; 57200839388; 57189248917","GIS-assisted prediction and risk zonation of wildlife attacks in the Chitwan National Park in Nepal","2018","ISPRS International Journal of Geo-Information","7","9","369","","","","12","10.3390/ijgi7090369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053676978&doi=10.3390%2fijgi7090369&partnerID=40&md5=b28ad48cdd93b7ceae1c4203e99a6efd","Population growth forces the human community to expand into the natural habitats of wild animals. Their efforts to use natural sources often collide with wildlife attacks. These animals do not only protect their natural environment, but in the face of losing the potential food sources, they also penetrate in human settlements. The research was situated in the Chitwan National Park (CNP) in Nepal, and the aim of this study was to investigate possible geospatial connections between attacks of all kinds of animals on humans in the CNP and its surroundings between 2003 and 2013. The patterns of attacks were significantly uneven across the months, and 89% of attacks occurred outside the park. In total, 74% attacks occurred in the buffer zone forests and croplands within 1 km from the park. There was a strong positive correlation among the number of victims for all attacking animals with a maximum of one victim per 4 km2, except elephant and wild boar. The density of bear victims was higher where the tiger and rhino victims were lower, e.g., in the Madi valley. The data collected during this period did not show any signs of spatial autocorrelation. The calculated magnitude per unit area using the kernel density, together with purpose-defined land use groups, were used to determine five risk zones of wildlife attacks. In conclusion, it was found that the riskiest areas were locations near the forest that were covered by agricultural land and inhabited by humans. Our research results can support any local spatial decision-making processes for improving the co-existence of natural protection in the park and the safety of human communities living in its vicinity. © 2018 by the authors.","Kernel density; Protected area management; Risk zonation; Safety analysis","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85053676978"
"Cadbury S.L.; Milner A.M.; Hannah D.M.","Cadbury, Sarah L. (23466393200); Milner, Alexander M. (7201953192); Hannah, David M. (7006309552)","23466393200; 7201953192; 7006309552","Hydroecology of a New Zealand glacier-fed river: Linking longitudinal zonation of physical habitat and macroinvertebrate communities","2011","Ecohydrology","4","4","","520","531","11","12","10.1002/eco.185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960542560&doi=10.1002%2feco.185&partnerID=40&md5=630f51e4d3c2ff5825a661324c609070","In comparison to European glacier-fed catchments, the hydroecology of New Zealand glacier-fed rivers has received limited attention, despite the Southern Alps markedly different maritime climate, a more precipitation dominated flow regime and an endemic species assemblage. This study linked longitudinal patterns of the physicochemical habitat and macroinvertebrate community along a New Zealand glacier-fed river and compared and contrasted these with understanding of European alpine river systems. Habitat variables and benthic macroinvertebrates were sampled over two consecutive summer melt periods at three sites along the Rob Roy stream, a tributary of the Matukituki River, in Mt Aspiring National Park near Wanaka, South Island. Although habitat stability increased downstream from the glacier terminus (Site R1), disturbance remained a limiting factor of macroinvertebrate abundance and species richness at the lower sites (R2 and R3). An average water temperature increase of 2 °C over 3·3 km (from R1 to R3) was observed downstream with habitat heterogeneity and species richness highest at the downstream site (R3). The ephemeropterans Deleatidium cornutum and Nesameletus dominated at the upper two sites with the chironomids Eukiefferiella and Maoridiamesa, but became co-dominant at R3 with Deleatidium angustum, where other plecopteran and trichopteran taxa were also observed. Distributions were predominantly limited by temperature, thought to be due to adaptation to disturbance observed in taxa of New Zealand alpine streams. However, the plecopteran Zelandobius, although tolerant of cool temperatures, appeared limited to areas and periods when channel stability was higher. Modification of the conceptual model of the longitudinal zonation of macroinvertebrate taxa (Milner et al., 2001a) is proposed to account for the different species assemblage of New Zealand glacier-fed rivers. © 2010 John Wiley & Sons, Ltd..","Algae; Disturbance; Glacier; Habitat; Hydroecology; Macroinvertebrates; New Zealand; Southern Alps; Water temperature","Matukituki River; New Zealand; Otago; South Island; Southern Alps; algae; Chironomidae; Deleatidium; Ephemeroptera; Eukiefferiella; Maoridiamesa; Nesameletus; Plecoptera; Trichoptera; Catchments; Ecosystems; Parks; Rivers; Temperature; Disturbance; Habitat; Hydro-ecology; Macroinvertebrates; New zealand; Southern Alps; Water temperature; alga; catchment; endemic species; environmental disturbance; glacial hydrology; habitat structure; macroinvertebrate; river system; species richness; temperature effect; water temperature; Glaciers","Article","Final","","Scopus","2-s2.0-79960542560"
"Srinivas T.; Sukumaran S.; Neetu S.; Ramesh Babu K.","Srinivas, Tatiparthi (14052826900); Sukumaran, Soniya (25960482000); Neetu, S. (12807097800); Ramesh Babu, K. (57212131914)","14052826900; 25960482000; 12807097800; 57212131914","Diversity and Functional Patterns of Benthic Amphipods in the Coralline Intertidal Zones of a Marine National Park, India","2020","Frontiers in Marine Science","7","","589195","","","","8","10.3389/fmars.2020.589195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096683541&doi=10.3389%2ffmars.2020.589195&partnerID=40&md5=269eda94784aa51a5ca89084d54da2e8","Coralline intertidal habitats of marine protected areas (MPAs) are important model systems to investigate species diversity and ecological functioning of benthic communities. Spatial variability of amphipod species composition and functional traits were studied over a 3 year period during the summer season at five intertidal transects of the Gulf of Kachchh (GoK) MPAs, India. A total of 22,706 individuals, comprising 71 species belonging to 40 genera and 23 families, were identified. Aoridae, Dexaminidae, Eriopisidae, Lysianassidae, and Maeridae were the best represented families (68.2% of total abundance). Distinct spatial patterns in the amphipod assemblage structure and functional traits were observed along the horizontal and vertical axes. The results demonstrated that the amphipod assemblage functioning was greatly influenced by the vertical gradient, with generally higher functional diversity (FD) in the lower intertidal zones suggesting increased diversity in resource use strategies, whereas the upper zones showed very little FD possibly due to the prevalence of environmental filtering. As higher species and functional diversities promote better resource partitioning and resilience of the ecosystem, these results are important for the management of MPAs facing the dual challenges of global climate change and anthropogenic pressures. © Copyright © 2020 Srinivas, Sukumaran, Neetu and Ramesh Babu.","amphipod; functional traits; fuzzy coding; intertidal; Marine National Park; vertical zonation","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85096683541"
"Gómez-Rodríguez C.; Bustamante J.; Díaz-Paniagua C.; Guisan A.","Gómez-Rodríguez, Carola (14045069800); Bustamante, Javier (7006455612); Díaz-Paniagua, Carmen (7004327920); Guisan, Antoine (6603412393)","14045069800; 7006455612; 7004327920; 6603412393","Integrating detection probabilities in species distribution models of amphibians breeding in Mediterranean temporary ponds","2012","Diversity and Distributions","18","3","","260","272","12","34","10.1111/j.1472-4642.2011.00837.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856803250&doi=10.1111%2fj.1472-4642.2011.00837.x&partnerID=40&md5=8cd268a90250677a62ded66eb4905820","Aim The imperfect detection of species may lead to erroneous conclusions about species-environment relationships. Accuracy in species detection usually requires temporal replication at sampling sites, a time-consuming and costly monitoring scheme. Here, we applied a lower-cost alternative based on a double-sampling approach to incorporate the reliability of species detection into regression-based species distribution modelling. Location Doñana National Park (south-western Spain). Methods Using species-specific monthly detection probabilities, we estimated the detection reliability as the probability of having detected the species given the species-specific survey time. Such reliability estimates were used to account explicitly for data uncertainty by weighting each absence. We illustrated how this novel framework can be used to evaluate four competing hypotheses as to what constitutes primary environmental control of amphibian distribution: breeding habitat, aestivating habitat, spatial distribution of surrounding habitats and/or major ecosystems zonation. The study was conducted on six pond-breeding amphibian species during a 4-year period. Results Non-detections should not be considered equivalent to real absences, as their reliability varied considerably. The occurrence of Hyla meridionalis and Triturus pygmaeus was related to a particular major ecosystem of the study area, where suitable habitat for these species seemed to be widely available. Characteristics of the breeding habitat (area and hydroperiod) were of high importance for the occurrence of Pelobates cultripes and Pleurodeles waltl. Terrestrial characteristics were the most important predictors of the occurrence of Discoglossus galganoi and Lissotriton boscai, along with spatial distribution of breeding habitats for the last species. Main conclusions We did not find a single best supported hypothesis valid for all species, which stresses the importance of multiscale and multifactor approaches. More importantly, this study shows that estimating the reliability of non-detection records, an exercise that had been previously seen as a naïve goal in species distribution modelling, is feasible and could be promoted in future studies, at least in comparable systems. © 2011 Blackwell Publishing Ltd.","Absence reliability; Data uncertainty; False absence; Species detectability; Temporary ponds","Andalucia; Donana National Park; Mediterranean Region; Spain; Amphibia; Discoglossus galganoi; Hyla meridionalis; Pelobates cultripes; Pleurodeles waltl; Salamandroidea; Triturus boscai; Triturus pygmaeus; detection method; estimation method; feasibility study; frog; habitat type; hydroperiod; integrated approach; monitoring; pond; population distribution; population modeling; regression analysis; reliability analysis; reproductive behavior; spatial distribution; species occurrence; survey","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84856803250"
"Chaigneau T.; Ahrends A.; Argent J.; Riddhiraska N.; Marchant R.","Chaigneau, Tomas (36932980200); Ahrends, Antje (24464743200); Argent, Jennifer (36464914100); Riddhiraska, Naboon (36465755400); Marchant, Rob (7102843206)","36932980200; 24464743200; 36464914100; 36465755400; 7102843206","Moist lower montane rainforest classification: A case study from Bwindi Impenetrable National Park, Uganda","2010","African Journal of Ecology","48","3","","807","815","8","1","10.1111/j.1365-2028.2009.01182.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955776866&doi=10.1111%2fj.1365-2028.2009.01182.x&partnerID=40&md5=66724f17565e8763b08e3c15c4aa9030","Moist lower montane vegetation has rarely been classified beyond broad zonational belts over large altitudinal ranges due to highly diverse species composition and structure. This study shows it is possible to further classify such forest types within Bwindi-Impenetrable National Park (BINP), and that these assemblages can be explained by a combination of environmental conditions and past management. Botanical and environmental data were collected along some 4000 m of linear transects from the area surrounding Mubwindi Swamp, BINP. Ordination using Nonmetric Multidimensional Scaling (NMDS) and classification using Two-way Indicator Species Analysis (TWINSPAN) successfully identified four different species assemblages. These forest types were then named on the basis of the ecological characteristics of the species within the group, and the environmental conditions influencing the distribution and past disturbance of the forest. The techniques used were in agreement for three out of the four forest types identified. Analysis using an environmental overlay showed a significant association between forest type and altitude. The results of this study indicate that a regional classification of forest types within moist lower montane forest belt using only tree species is possible, and that the forest types identified can be explained by environmental conditions and past management. © 2009 The Authors. Journal compilation © 2009 Blackwell Publishing Ltd.","Afromontane forest; Altitudinal gradient; Bwindi Impenetrable Forest; Classification","Bwindi Impenetrable National Park; Southern Province [Uganda]; Uganda; altitudinal zonation; geographical distribution; habitat management; montane forest; rainforest; species diversity; TWINSPAN","Article","Final","","Scopus","2-s2.0-77955776866"
